Results_Name,Projection
Results_Timestamp,1727964168
Results_Date,10,3,2024
Results_Time,23,2,48
Analysis_Duration_Sec,1.400000000000000029e-02
Area,7.585632442997776170e-01
Comp_Areas,7.149536944128288551e-01,9.558263536192303234e-02
Comp_IDs,GHEHDIDSPO,MVRHCFRHDZ
Comp_Names,WingGeom,StackGeom
Direction,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
Mesh_GeomID,QKCOQMKBAR
Path,3.255884709811764366e-01,-7.539911650551446298e-01,7.226714968264041916e-02,3.601775655045132418e-01,-7.507138529829163742e-01,7.226714968264041916e-02,3.986738595463825141e-01,-7.468969287210958097e-01,7.226714968264041916e-02,4.393409895137068699e-01,-7.424018523802410341e-01,7.226714968264041916e-02,4.799410777157556707e-01,-7.367810091458223409e-01,7.226714968264041916e-02,5.179091195066281017e-01,-7.302933814477375885e-01,7.226714968264041916e-02,5.512478805756839684e-01,-7.236552496695624059e-01,7.226714968264041916e-02,5.789848776688933940e-01,-7.174910025639190669e-01,7.226714968264041916e-02,6.010546098637157275e-01,-7.121507739828939476e-01,7.226714968264041916e-02,6.180008586889087496e-01,-7.077659434291012630e-01,7.226714968264041916e-02,6.306690331917653713e-01,-7.043147276160318659e-01,7.226714968264041916e-02,6.399445892243881273e-01,-7.016922132809910728e-01,7.226714968264041916e-02,6.466358045454155823e-01,-6.997500867575803252e-01,7.226714968264041916e-02,6.076508065494156119e-01,-6.129474363814741977e-01,7.226714968264041916e-02,5.946558223237169427e-01,-5.840132195894387479e-01,7.226714968264041916e-02,5.816608229917169526e-01,-5.550790027974034091e-01,7.226714968264041916e-02,5.686658236597169624e-01,-5.261448011116692802e-01,7.226714968264041916e-02,5.296808256637169920e-01,-4.393421507355630973e-01,7.226714968264041916e-02,5.166858414380183229e-01,-4.104079339435277030e-01,7.226714968264041916e-02,4.517108447780183722e-01,-2.657368499833507314e-01,7.226714968264041916e-02,4.387158605523197030e-01,-2.368026331913153371e-01,7.226714968264041916e-02,4.257208612203197129e-01,-2.078684163992799427e-01,7.226714968264041916e-02,4.127258618883197228e-01,-1.789342147135458694e-01,7.226714968264041916e-02,3.997308625563197326e-01,-1.499999979215104751e-01,7.226714968264041916e-02,3.997308625563197326e-01,-4.999999930717016067e-02,7.226714968264041916e-02,4.009999882494477141e-01,-4.999999930717016067e-02,7.226714968264041916e-02,4.130222777328980133e-01,-4.837770339538986775e-02,7.226714968264041916e-02,4.430668680974481077e-01,-4.313311280804658226e-02,7.226714968264041916e-02,4.821002968954926637e-01,-3.369968082028735462e-02,7.226714968264041916e-02,5.210891621046316313e-01,-1.951083049465658636e-02,7.226714968264041916e-02,5.509999861709581337e-01,0.000000000000000000e+00,7.226714968264041916e-02,5.210891621046316313e-01,1.951083049465658636e-02,7.226714968264041916e-02,4.821002968954926637e-01,3.369968082028735462e-02,7.226714968264041916e-02,4.430668680974481077e-01,4.313311280804658226e-02,7.226714968264041916e-02,4.130222777328980133e-01,4.837770339538986775e-02,7.226714968264041916e-02,4.009999882494477141e-01,4.999999930717016067e-02,7.226714968264041916e-02,3.997308625563197326e-01,4.999999930717016067e-02,7.226714968264041916e-02,3.997308625563197326e-01,1.499999979215104751e-01,7.226714968264041916e-02,4.127258618883197228e-01,1.789342147135458694e-01,7.226714968264041916e-02,4.257208612203197129e-01,2.078684163992799427e-01,7.226714968264041916e-02,4.387158605523197030e-01,2.368026331913153371e-01,7.226714968264041916e-02,4.517108447780183722e-01,2.657368499833507314e-01,7.226714968264041916e-02,5.166858414380183229e-01,4.104079339435277030e-01,7.226714968264041916e-02,5.296808256637169920e-01,4.393421507355630973e-01,7.226714968264041916e-02,5.686658236597169624e-01,5.261448011116692802e-01,7.226714968264041916e-02,5.816608229917169526e-01,5.550790027974034091e-01,7.226714968264041916e-02,5.946558223237169427e-01,5.840132195894387479e-01,7.226714968264041916e-02,6.076508065494156119e-01,6.129474363814741977e-01,7.226714968264041916e-02,6.466358045454155823e-01,6.997500867575803252e-01,7.226714968264041916e-02,6.399445892243881273e-01,7.016922132809910728e-01,7.226714968264041916e-02,6.306690331917653713e-01,7.043147276160318659e-01,7.226714968264041916e-02,6.180008586889087496e-01,7.077659434291012630e-01,7.226714968264041916e-02,6.010546098637157275e-01,7.121507739828939476e-01,7.226714968264041916e-02,5.789848776688933940e-01,7.174910025639190669e-01,7.226714968264041916e-02,5.512478805756839684e-01,7.236552496695624059e-01,7.226714968264041916e-02,5.179091195066281017e-01,7.302933814477375885e-01,7.226714968264041916e-02,4.799410777157556707e-01,7.367810091458223409e-01,7.226714968264041916e-02,4.393409895137068699e-01,7.424018523802410341e-01,7.226714968264041916e-02,3.986738595463825141e-01,7.468969287210958097e-01,7.226714968264041916e-02,3.601775655045132418e-01,7.507138529829163742e-01,7.226714968264041916e-02,3.255884709811764366e-01,7.539911650551446298e-01,7.226714968264041916e-02,2.959877037495236007e-01,7.553150661968731638e-01,7.226714968264041916e-02,2.709620158305371396e-01,7.527066309346662765e-01,7.226714968264041916e-02,2.488682797229111177e-01,7.444999363585199648e-01,7.226714968264041916e-02,2.291790287033174944e-01,7.292869090157289014e-01,7.226714968264041916e-02,2.151907900592686107e-01,7.127863867174000223e-01,7.226714968264041916e-02,2.125710099647674101e-01,7.089678007624337086e-01,7.226714968264041916e-02,2.065579920416780735e-01,6.997500867575803252e-01,7.226714968264041916e-02,1.893707372851629323e-01,6.708158699655449864e-01,7.226714968264041916e-02,1.721834674223464701e-01,6.418816531735095365e-01,7.226714968264041916e-02,1.549962126658313011e-01,6.129474363814741977e-01,7.226714968264041916e-02,1.378089428030148667e-01,5.840132195894387479e-01,7.226714968264041916e-02,1.206216880464996977e-01,5.550790027974034091e-01,7.226714968264041916e-02,1.034344181836832355e-01,5.261448011116692802e-01,7.226714968264041916e-02,8.624714832086677330e-02,4.972105843196338859e-01,7.226714968264041916e-02,6.905989356435161819e-02,4.682763675275984916e-01,7.226714968264041916e-02,5.187262370153514907e-02,4.393421507355630973e-01,7.226714968264041916e-02,3.468538405132132879e-02,4.104079339435277030e-01,7.226714968264041916e-02,1.749811418850485967e-02,3.814737171514923086e-01,7.226714968264041916e-02,3.108594319897184377e-04,3.525395003594569143e-01,7.226714968264041916e-02,-3.406368029364321981e-02,2.946710667753861257e-01,7.226714968264041916e-02,-5.125093505015836104e-02,2.657368499833507314e-01,7.226714968264041916e-02,-6.843820491297483710e-02,2.368026331913153371e-01,7.226714968264041916e-02,-8.562545966948997833e-02,2.078684163992799427e-01,7.226714968264041916e-02,-1.028127295323064405e-01,1.789342147135458694e-01,7.226714968264041916e-02,-1.199999993951229305e-01,1.499999979215104751e-01,7.226714968264041916e-02,-1.199999993951229305e-01,4.999999930717016067e-02,7.226714968264041916e-02,-2.111396084561262543e-01,4.975539807613296728e-02,7.226714968264041916e-02,-3.027542351622607986e-01,4.726618174397455296e-02,7.226714968264041916e-02,-3.937990370761551007e-01,3.989929177732996768e-02,7.226714968264041916e-02,-4.832292321856429540e-01,2.502159411132764966e-02,7.226714968264041916e-02,-5.699999931596543279e-01,0.000000000000000000e+00,7.226714968264041916e-02,-4.832292321856429540e-01,-2.502159411132764966e-02,7.226714968264041916e-02,-3.937990370761551007e-01,-3.989929177732996768e-02,7.226714968264041916e-02,-3.027542351622607986e-01,-4.726618174397455296e-02,7.226714968264041916e-02,-2.111396084561262543e-01,-4.975539807613296728e-02,7.226714968264041916e-02,-1.199999993951229305e-01,-4.999999930717016067e-02,7.226714968264041916e-02,-1.199999993951229305e-01,-1.499999979215104751e-01,7.226714968264041916e-02,-1.028127295323064405e-01,-1.789342147135458694e-01,7.226714968264041916e-02,-8.562545966948997833e-02,-2.078684163992799427e-01,7.226714968264041916e-02,-6.843820491297483710e-02,-2.368026331913153371e-01,7.226714968264041916e-02,-5.125093505015836104e-02,-2.657368499833507314e-01,7.226714968264041916e-02,-3.406368029364321981e-02,-2.946710667753861257e-01,7.226714968264041916e-02,3.108594319897184377e-04,-3.525395003594569143e-01,7.226714968264041916e-02,1.749811418850485967e-02,-3.814737171514923086e-01,7.226714968264041916e-02,3.468538405132132879e-02,-4.104079339435277030e-01,7.226714968264041916e-02,5.187262370153514907e-02,-4.393421507355630973e-01,7.226714968264041916e-02,6.905989356435161819e-02,-4.682763675275984916e-01,7.226714968264041916e-02,8.624714832086677330e-02,-4.972105843196338859e-01,7.226714968264041916e-02,1.034344181836832355e-01,-5.261448011116692802e-01,7.226714968264041916e-02,1.206216880464996977e-01,-5.550790027974034091e-01,7.226714968264041916e-02,1.378089428030148667e-01,-5.840132195894387479e-01,7.226714968264041916e-02,1.549962126658313011e-01,-6.129474363814741977e-01,7.226714968264041916e-02,1.721834674223464701e-01,-6.418816531735095365e-01,7.226714968264041916e-02,1.893707372851629323e-01,-6.708158699655449864e-01,7.226714968264041916e-02,2.065579920416780735e-01,-6.997500867575803252e-01,7.226714968264041916e-02,2.125710099647674101e-01,-7.089678007624337086e-01,7.226714968264041916e-02,2.151907900592686107e-01,-7.127863867174000223e-01,7.226714968264041916e-02,2.291790287033174944e-01,-7.292869090157289014e-01,7.226714968264041916e-02,2.488682797229111177e-01,-7.444999363585199648e-01,7.226714968264041916e-02,2.709620158305371396e-01,-7.527066309346662765e-01,7.226714968264041916e-02,2.959877037495236007e-01,-7.553150661968731638e-01,7.226714968264041916e-02,3.255884709811764366e-01,-7.539911650551446298e-01,7.226714968264041916e-02
