MagiDeCiel_3.dat
1.000000 0.000000
0.977654 0.006116
0.955561 0.011896
0.933720 0.017891
0.912132 0.023782
0.890797 0.029559
0.869713 0.035136
0.848883 0.040537
0.828305 0.045637
0.807979 0.050579
0.787906 0.055087
0.768085 0.059445
0.748517 0.063337
0.729201 0.067036
0.710138 0.070354
0.691327 0.073408
0.672769 0.076176
0.654463 0.078626
0.636410 0.080889
0.618609 0.082793
0.601060 0.084590
0.583765 0.086043
0.566721 0.087412
0.549931 0.088557
0.533392 0.089587
0.517106 0.090461
0.501073 0.091199
0.485292 0.091827
0.469764 0.092295
0.454488 0.092698
0.439465 0.092921
0.424694 0.093095
0.410175 0.093114
0.395910 0.093069
0.381896 0.092904
0.368135 0.092657
0.354627 0.092326
0.341371 0.091879
0.328368 0.091373
0.315617 0.090744
0.303118 0.090089
0.290872 0.089326
0.278879 0.088534
0.267138 0.087652
0.255650 0.086727
0.244414 0.085739
0.233430 0.084678
0.222699 0.083572
0.212221 0.082363
0.201995 0.081134
0.192021 0.079769
0.182300 0.078392
0.172832 0.076899
0.163616 0.075370
0.154652 0.073753
0.145941 0.072073
0.137483 0.070341
0.129277 0.068510
0.121323 0.066660
0.113622 0.064686
0.106173 0.062721
0.098977 0.060623
0.092034 0.058528
0.085343 0.056342
0.078904 0.054127
0.072718 0.051862
0.066784 0.049542
0.061103 0.047218
0.055675 0.044805
0.050499 0.042437
0.045575 0.039960
0.040904 0.037547
0.036485 0.035067
0.032319 0.032623
0.028406 0.030159
0.024744 0.027709
0.021336 0.025296
0.018180 0.022866
0.015276 0.020529
0.012625 0.018148
0.010226 0.015906
0.008080 0.013637
0.006186 0.011523
0.004545 0.009488
0.003156 0.007580
0.002020 0.005800
0.001136 0.004003
0.000505 0.002427
0.000126 0.000811
0.000000 0.000000
0.000126 -0.001068
0.000505 -0.003240
0.001136 -0.004570
0.002020 -0.005990
0.003156 -0.007221
0.004545 -0.008388
0.006186 -0.009483
0.008080 -0.010459
0.010226 -0.011418
0.012625 -0.012284
0.015276 -0.013162
0.018180 -0.013954
0.021336 -0.014735
0.024744 -0.015449
0.028406 -0.016132
0.032319 -0.016771
0.036485 -0.017354
0.040904 -0.017904
0.045575 -0.018403
0.050499 -0.018890
0.055675 -0.019312
0.061103 -0.019719
0.066784 -0.020078
0.072718 -0.020410
0.078904 -0.020708
0.085343 -0.020965
0.092034 -0.021185
0.098977 -0.021368
0.106173 -0.021527
0.113622 -0.021632
0.121323 -0.021713
0.129277 -0.021749
0.137483 -0.021756
0.145941 -0.021716
0.154652 -0.021639
0.163616 -0.021520
0.172832 -0.021354
0.182300 -0.021150
0.192021 -0.020882
0.201995 -0.020581
0.212221 -0.020219
0.222699 -0.019819
0.233430 -0.019353
0.244414 -0.018845
0.255650 -0.018287
0.267138 -0.017668
0.278879 -0.016997
0.290872 -0.016268
0.303118 -0.015498
0.315617 -0.014679
0.328368 -0.013831
0.341371 -0.012959
0.354627 -0.012060
0.368135 -0.011142
0.381896 -0.010202
0.395910 -0.009242
0.410175 -0.008265
0.424694 -0.007262
0.439465 -0.006257
0.454488 -0.005226
0.469764 -0.004201
0.485292 -0.003162
0.501073 -0.002146
0.517106 -0.001123
0.533392 -0.000107
0.549931 0.000894
0.566721 0.001897
0.583765 0.002866
0.601060 0.003846
0.618609 0.004729
0.636410 0.005603
0.654463 0.006344
0.672769 0.007047
0.691327 0.007661
0.710138 0.008188
0.729201 0.008637
0.748517 0.008952
0.768085 0.009222
0.787906 0.009294
0.807979 0.009336
0.828305 0.009125
0.848883 0.008834
0.869713 0.008298
0.890797 0.007582
0.912132 0.006640
0.933720 0.005357
0.955561 0.003876
0.977654 0.001843
1.000000 0.000000
