MagiDeCiel_5.dat
1.000000 0.000000
0.977654 0.004591
0.955561 0.007935
0.933720 0.011222
0.912132 0.014400
0.890797 0.017476
0.869713 0.020445
0.848883 0.023308
0.828305 0.026058
0.807979 0.028714
0.787906 0.031242
0.768085 0.033671
0.748517 0.035974
0.729201 0.038185
0.710138 0.040280
0.691327 0.042278
0.672769 0.044177
0.654463 0.045960
0.636410 0.047656
0.618609 0.049245
0.601060 0.050764
0.583765 0.052168
0.566721 0.053500
0.549931 0.054746
0.533392 0.055907
0.517106 0.056987
0.501073 0.057996
0.485292 0.058921
0.469764 0.059760
0.454488 0.060531
0.439465 0.061220
0.424694 0.061837
0.410175 0.062371
0.395910 0.062834
0.381896 0.063221
0.368135 0.063538
0.354627 0.063782
0.341371 0.063951
0.328368 0.064047
0.315617 0.064065
0.303118 0.064027
0.290872 0.063914
0.278879 0.063734
0.267138 0.063485
0.255650 0.063173
0.244414 0.062793
0.233430 0.062348
0.222699 0.061845
0.212221 0.061270
0.201995 0.060641
0.192021 0.059943
0.182300 0.059193
0.172832 0.058377
0.163616 0.057499
0.154652 0.056565
0.145941 0.055567
0.137483 0.054522
0.129277 0.053419
0.121323 0.052272
0.113622 0.051063
0.106173 0.049814
0.098977 0.048513
0.092034 0.047171
0.085343 0.045783
0.078904 0.044346
0.072718 0.042864
0.066784 0.041348
0.061103 0.039794
0.055675 0.038200
0.050499 0.036588
0.045575 0.034931
0.040904 0.033257
0.036485 0.031530
0.032319 0.029784
0.028406 0.028016
0.024744 0.026230
0.021336 0.024427
0.018180 0.022604
0.015276 0.020768
0.012625 0.018888
0.010226 0.017010
0.008080 0.015112
0.006186 0.013226
0.004545 0.011351
0.003156 0.009456
0.002020 0.007522
0.001136 0.005559
0.000505 0.003596
0.000126 0.001519
0.000000 0.000000
0.000126 -0.001553
0.000505 -0.003705
0.001136 -0.005634
0.002020 -0.007547
0.003156 -0.009408
0.004545 -0.011204
0.006186 -0.012953
0.008080 -0.014688
0.010226 -0.016410
0.012625 -0.018104
0.015276 -0.019783
0.018180 -0.021413
0.021336 -0.023016
0.024744 -0.024591
0.028406 -0.026141
0.032319 -0.027665
0.036485 -0.029162
0.040904 -0.030631
0.045575 -0.032049
0.050499 -0.033441
0.055675 -0.034792
0.061103 -0.036119
0.066784 -0.037410
0.072718 -0.038660
0.078904 -0.039879
0.085343 -0.041055
0.092034 -0.042180
0.098977 -0.043266
0.106173 -0.044308
0.113622 -0.045309
0.121323 -0.046264
0.129277 -0.047169
0.137483 -0.048028
0.145941 -0.048836
0.154652 -0.049599
0.163616 -0.050301
0.172832 -0.050953
0.182300 -0.051542
0.192021 -0.052072
0.201995 -0.052548
0.212221 -0.052964
0.222699 -0.053324
0.233430 -0.053617
0.244414 -0.053852
0.255650 -0.054025
0.267138 -0.054131
0.278879 -0.054173
0.290872 -0.054149
0.303118 -0.054057
0.315617 -0.053898
0.328368 -0.053683
0.341371 -0.053402
0.354627 -0.053054
0.368135 -0.052643
0.381896 -0.052167
0.395910 -0.051629
0.410175 -0.051030
0.424694 -0.050365
0.439465 -0.049636
0.454488 -0.048840
0.469764 -0.047985
0.485292 -0.047070
0.501073 -0.046093
0.517106 -0.045046
0.533392 -0.043947
0.549931 -0.042790
0.566721 -0.041563
0.583765 -0.040284
0.601060 -0.038943
0.618609 -0.037547
0.636410 -0.036095
0.654463 -0.034603
0.672769 -0.033053
0.691327 -0.031443
0.710138 -0.029782
0.729201 -0.028070
0.748517 -0.026312
0.768085 -0.024493
0.787906 -0.022637
0.807979 -0.020705
0.828305 -0.018739
0.848883 -0.016709
0.869713 -0.014639
0.890797 -0.012512
0.912132 -0.010334
0.933720 -0.008114
0.955561 -0.005827
0.977654 -0.003527
1.000000 0.000000
