WARNING: 1 open meshes remove
     Removed: PropGeom
WARNING: 2 open meshes merged
     Merged: WingGeom
     Merged: WingGeom
...Mass Properties...
10 Num Comps
8 Total Num Meshes
16938 Total Num Tris

9.399096034528959e+01             Total Mass
3.961098668043506e-03 8.123892129601107e-10 -6.530433995091744e-01       Center of Gravity
2.196640818147071e+03 1.189622256101880e+02 2.224801576235981e+03       Ixx, Iyy, Izz
-2.782564506683740e-04 1.564319088196877e+01 -1.717668713692157e-04       Ixy, Ixz, Iyz
2.208104791194941e+00             Volume

Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
WingGeom	2.664758864822604e+01	1.094350689263159e-01	2.865456939633657e-09	3.135032594285911e-01	2.151597665574989e+03	4.015750344222849e+00	2.150365343608077e+03	-1.952803654208164e-04	-3.303358045269733e-01	-1.010008465633893e-04	1.396914212970618e+00
WingGeom	2.357380214497070e+00	3.941189822437959e+00	-3.748815178628948e-16	-2.999999999999997e-01	2.074964702522350e+00	9.682325619924306e-02	2.168800011274864e+00	-1.469892075154313e-05	6.261456227488622e-06	-9.228601503596210e-06	1.110313461023876e-01
WingGeom	8.453134881162782e-01	3.846434235422044e+00	2.833722269889729e-17	5.289989959400427e-01	1.110527788292823e-01	1.449816950919754e-01	3.498661717928148e-02	-7.144128839313845e-18	-6.255958695939442e-03	7.403362189731409e-18	0.000000000000000e+00
StackGeom	4.987577724021334e+00	-4.973712486205213e-01	2.860184015934747e-17	-1.127913202610269e+00	5.062236520460252e-01	2.462414326503050e+00	2.336372548537330e+00	-6.828521819717622e-05	2.517192323934788e-01	-6.161122616838506e-05	7.001592321219104e-01
FuselageGeom	1.884230093393609e+00	1.303269040419232e+00	6.404876334900059e-17	-9.989911581781612e-02	4.556905771004937e-03	5.690963389505796e+00	5.690972266408449e+00	-1.634193370631930e-16	-3.036977079169631e-04	-4.476657220974214e-18	0.000000000000000e+00
StackGeom	1.381906090225596e-01	4.099930305501392e-01	2.024922511294940e-18	-8.505839154945118e-01	4.366404820524124e-02	4.366352690474483e-02	8.335830224899802e-05	2.197198502093980e-22	-7.644385801595201e-06	1.040659385040713e-19	0.000000000000000e+00
StackGeom	1.306795680126951e-01	-9.017251578826478e-01	1.676141339729276e-19	-7.109580639124872e-01	3.137813124207497e-02	3.137769555205337e-02	7.880344346610066e-05	4.841694920426009e-21	1.760084655980498e-06	7.173310272059856e-21	0.000000000000000e+00
HumanGeom	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
HumanGeom_pm	5.500000000000000e+01	-2.000000000000000e-01	0.000000000000000e+00	-1.150000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	0.000000000000000e+00
BlankGeom_pm	2.000000000000000e+00	-2.000000000000000e+00	0.000000000000000e+00	-1.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	-0.000000000000000e+00	0.000000000000000e+00
Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
Totals	9.399096034528959e+01	3.961098668043506e-03	8.123892129601107e-10	-6.530433995091744e-01	2.196640818147071e+03	1.189622256101880e+02	2.224801576235981e+03	-2.782564506683740e-04	1.564319088196877e+01	-1.717668713692157e-04	2.208104791194941e+00

...Filling Mass Properties (Volume Only -- No Shell or Point Mass)...
80 Num Slice

Slice	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
-1.658963593657342e+01	3.324864265520720e-03	-4.654583311892231e-03	-1.658963593657342e+01	1.231886005415206e+00	1.232271915883725e-04	3.889334149766140e-05	1.600329479347213e-04	-9.593062952941857e-07	-1.614133999753791e-06	-5.263987416701179e-07	6.649728531041441e-03
-1.616964515336903e+01	7.063743386489794e-03	-2.082585273130637e-03	-1.636733245180559e+01	1.193184661864256e+00	5.817947003177303e-04	9.738051747876439e-05	6.556028313286000e-04	1.729340804263059e-06	-4.337933590918959e-06	-5.490989512946851e-05	1.412748677297959e-02
-1.574965437016464e+01	1.124088648259225e-02	5.720797232978196e-04	-1.613780164582014e+01	1.153226444115549e+00	1.768705278591092e-03	1.887819910981589e-04	1.870040923873957e-03	1.243539945293210e-05	-9.172855230383949e-06	-2.296329611404823e-04	2.248177296518449e-02
-1.532966358696025e+01	1.588054270658043e-02	3.301913131973763e-03	-1.590169618998598e+01	1.112124905250276e+00	4.151029581301338e-03	3.286817588436417e-04	4.258268937714163e-03	3.628340600450502e-05	-1.702641824089741e-05	-6.029503960934031e-04	3.176108541316087e-02
-1.490967280375586e+01	2.100696124429846e-02	6.100113686623323e-03	-1.565960848306453e+01	1.069983106943688e+00	8.271128470169135e-03	5.358803916806956e-04	8.349780313479219e-03	7.908770134449219e-05	-2.932516717685676e-05	-1.266993772502953e-03	4.201392248859693e-02
-1.448968202055147e+01	2.664417864294909e-02	8.959820785794891e-03	-1.541208237621771e+01	1.026895493301302e+00	1.474872895442285e-02	8.314460597610887e-04	1.474876295544586e-02	1.478644933405691e-04	-4.740940779696103e-05	-2.326362660387495e-03	5.328835728589819e-02
-1.406969123734708e+01	3.281695613821893e-02	1.187626538645847e-02	-1.515958236442594e+01	9.829408144270596e-01	2.428358773262618e-02	1.239419053926765e-03	2.413784645136379e-02	2.506347398755737e-04	-7.275050589326072e-05	-3.898989300714975e-03	6.563391227643786e-02
-1.364970045414269e+01	3.954955127934216e-02	1.484435066216615e-02	-1.490255230254120e+01	9.381972101352064e-01	3.765635129654676e-02	1.785952476907948e-03	3.727797986120964e-02	3.959626348908732e-04	-1.071542239599110e-04	-6.116563590534513e-03	7.909910255868431e-02
-1.322970967093830e+01	4.686621313067802e-02	1.785952827310442e-02	-1.464139137127907e+01	8.927346314926135e-01	5.573146908187097e-02	2.499491713660509e-03	5.501105841750389e-02	5.935734342798269e-04	-1.526048795994883e-04	-9.125062418765408e-03	9.373242626135604e-02
-1.280971888773391e+01	5.439849750392637e-02	2.046823534866624e-02	-1.438776896151086e+01	8.516259620188684e-01	7.835679052517194e-02	3.276001623937874e-03	7.725954303750711e-02	8.157024668627252e-04	-2.001204086981159e-04	-1.265506397655082e-02	1.087969950078527e-01
-1.238972810452952e+01	6.208724875914227e-02	2.266548968909685e-02	-1.414033588218914e+01	8.148223363802052e-01	1.061326922873728e-01	4.084630317337946e-03	1.046445792926895e-01	1.052545052220768e-03	-2.473670651563708e-04	-1.665652508988331e-02	1.241744975182845e-01
-1.196973732132513e+01	6.993391714246337e-02	2.457872546585810e-02	-1.389679215124500e+01	7.809588215638603e-01	1.398819086133695e-01	4.941994388113417e-03	1.379725007792997e-01	1.308342189417765e-03	-2.954747168606919e-04	-2.122157718646005e-02	1.398678342849267e-01
-1.154974653812073e+01	7.793991086355845e-02	2.628787394986185e-02	-1.365570344285924e+01	7.491813251251431e-01	1.804403666780656e-01	5.862431812146541e-03	1.780665767387059e-01	1.586827104285507e-03	-3.450663442729403e-04	-2.643871918731568e-02	1.558798217271169e-01
