# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
7

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
BODY,Fuselage,0,IPKETGGBAT,0,0,0,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,72,33
# x,y,z,u,w
1.275342690913008603e+01, 1.770611639165940332e+00, 1.950901577503429407e-01, 6.444444444444444642e+00, 4.000000000000000000e+00
1.316681038950398808e+01, 1.708246030438907104e+00, 1.616898422496571563e-01, 6.555555555555555358e+00, 0.000000000000000000e+00
1.317088191174055822e+01, 1.650720278113939177e+00, -1.579695236482721032e-01, 6.555555555555555358e+00, 1.250000000000000000e-01
1.317827600497658835e+01, 1.527521383609116379e+00, -4.045184180667765750e-01, 6.555555555555555358e+00, 2.500000000000000000e-01
1.318751608929176555e+01, 1.349664469017942903e+00, -5.877456234631514009e-01, 6.555555555555555358e+00, 3.750000000000000000e-01
1.319712558476578579e+01, 1.128164656433922941e+00, -7.174399222946912236e-01, 6.555555555555555358e+00, 5.000000000000000000e-01
1.320577248036712170e+01, 8.736302106374440601e-01, -8.031916691798767216e-01, 6.555555555555555358e+00, 6.250000000000000000e-01
1.321270304061939527e+01, 5.950419671564273205e-01, -8.537975073819314975e-01, 6.555555555555555358e+00, 7.500000000000000000e-01
1.321730809893499803e+01, 3.009739042056777114e-01, -8.778556523252643018e-01, 6.555555555555555358e+00, 8.750000000000000000e-01
1.321897848872633219e+01, -3.312393797749951122e-17, -8.839643194342845511e-01, 6.555555555555555358e+00, 1.000000000000000000e+00
1.321730809893499803e+01, -3.009739042056777669e-01, -8.778556523252643018e-01, 6.555555555555555358e+00, 1.125000000000000000e+00
1.321270304061939527e+01, -5.950419671564273205e-01, -8.537975073819314975e-01, 6.555555555555555358e+00, 1.250000000000000000e+00
1.320577248036712170e+01, -8.736302106374440601e-01, -8.031916691798767216e-01, 6.555555555555555358e+00, 1.375000000000000000e+00
1.319712558476578579e+01, -1.128164656433922719e+00, -7.174399222946912236e-01, 6.555555555555555358e+00, 1.500000000000000000e+00
1.318751608929176555e+01, -1.349664469017942903e+00, -5.877456234631514009e-01, 6.555555555555555358e+00, 1.625000000000000000e+00
1.317827600497658835e+01, -1.527521383609116379e+00, -4.045184180667765750e-01, 6.555555555555555358e+00, 1.750000000000000000e+00
1.317088191174055822e+01, -1.650720278113939177e+00, -1.579695236482721032e-01, 6.555555555555555358e+00, 1.875000000000000000e+00
1.316681038950398808e+01, -1.708246030438907104e+00, 1.616898422496572119e-01, 6.555555555555555358e+00, 2.000000000000000000e+00
1.316716904247526720e+01, -1.736445349560610918e+00, 9.456972489523565173e-01, 6.555555555555555358e+00, 2.125000000000000000e+00
1.317158957201513303e+01, -1.757382660582729184e+00, 1.557058555747084849e+00, 6.555555555555555358e+00, 2.250000000000000000e+00
1.317933470377240646e+01, -1.738619415602388640e+00, 2.017315427050467846e+00, 6.555555555555555358e+00, 2.375000000000000000e+00
1.318966716339590661e+01, -1.647717066716716250e+00, 2.348009527279131259e+00, 6.555555555555555358e+00, 2.500000000000000000e+00
1.320158129352007848e+01, -1.453581664865601031e+00, 2.570404559220586638e+00, 6.555555555555555358e+00, 2.625000000000000000e+00
1.321299790472183133e+01, -1.130497656359978453e+00, 2.704652379145890073e+00, 6.555555555555555358e+00, 2.750000000000000000e+00
1.322156942456369144e+01, -6.540940863535458227e-01, 2.770626881696982124e+00, 6.555555555555555358e+00, 2.875000000000000000e+00
1.322494828060819216e+01, -1.730176061899023440e-16, 2.788201961515803795e+00, 6.555555555555555358e+00, 3.000000000000000000e+00
1.322156942456369144e+01, 6.540940863535453786e-01, 2.770626881696982124e+00, 6.555555555555555358e+00, 3.125000000000000000e+00
1.321299790472182956e+01, 1.130497656359978453e+00, 2.704652379145890073e+00, 6.555555555555555358e+00, 3.250000000000000000e+00
1.320158129352007848e+01, 1.453581664865601031e+00, 2.570404559220586638e+00, 6.555555555555555358e+00, 3.375000000000000000e+00
1.318966716339590661e+01, 1.647717066716716250e+00, 2.348009527279130815e+00, 6.555555555555555358e+00, 3.500000000000000000e+00
1.317933470377240468e+01, 1.738619415602388862e+00, 2.017315427050467846e+00, 6.555555555555555358e+00, 3.625000000000000000e+00
1.317158957201513125e+01, 1.757382660582729406e+00, 1.557058555747084627e+00, 6.555555555555555358e+00, 3.750000000000000000e+00
1.316716904247526720e+01, 1.736445349560610918e+00, 9.456972489523565173e-01, 6.555555555555555358e+00, 3.875000000000000000e+00
1.316681038950398808e+01, 1.708246030438907104e+00, 1.616898422496571563e-01, 6.555555555555555358e+00, 4.000000000000000000e+00
1.358073448289010443e+01, 1.638872379540686097e+00, 1.299457407407406950e-01, 6.666666666666666963e+00, 0.000000000000000000e+00
1.358501246410109786e+01, 1.581887804821533461e+00, -1.636589907443913028e-01, 6.666666666666666963e+00, 1.250000000000000000e-01
1.359267694462272047e+01, 1.461802448026323864e+00, -3.871022525835799422e-01, 6.666666666666666963e+00, 2.500000000000000000e-01
1.360224697562305352e+01, 1.289228689146884488e+00, -5.508342214247391455e-01, 6.666666666666666963e+00, 3.750000000000000000e-01
1.361224160827017471e+01, 1.074778908175041625e+00, -6.653050739157824189e-01, 6.666666666666666963e+00, 5.000000000000000000e-01
1.362131238738916039e+01, 8.289019356776191616e-01, -7.405132921024056847e-01, 6.666666666666666963e+00, 6.250000000000000000e-01
1.362864083243309565e+01, 5.613924045214309100e-01, -7.846505796214333639e-01, 6.666666666666666963e+00, 7.500000000000000000e-01
1.363354095651206066e+01, 2.818813981482874986e-01, -8.054569455074720441e-01, 6.666666666666666963e+00, 8.750000000000000000e-01
1.363532677273614269e+01, -3.700743415417188879e-17, -8.106723987951278687e-01, 6.666666666666666963e+00, 1.000000000000000000e+00
1.363354095651206066e+01, -2.818813981482874986e-01, -8.054569455074720441e-01, 6.666666666666666963e+00, 1.125000000000000000e+00
1.362864083243309565e+01, -5.613924045214309100e-01, -7.846505796214333639e-01, 6.666666666666666963e+00, 1.250000000000000000e+00
1.362131238738916039e+01, -8.289019356776191616e-01, -7.405132921024056847e-01, 6.666666666666666963e+00, 1.375000000000000000e+00
1.361224160827017471e+01, -1.074778908175041625e+00, -6.653050739157824189e-01, 6.666666666666666963e+00, 1.500000000000000000e+00
1.360224697562305352e+01, -1.289228689146884488e+00, -5.508342214247391455e-01, 6.666666666666666963e+00, 1.625000000000000000e+00
1.359267694462272047e+01, -1.461802448026323864e+00, -3.871022525835799422e-01, 6.666666666666666963e+00, 1.750000000000000000e+00
1.358501246410109786e+01, -1.581887804821533461e+00, -1.636589907443912750e-01, 6.666666666666666963e+00, 1.875000000000000000e+00
1.358073448289010443e+01, -1.638872379540686097e+00, 1.299457407407407505e-01, 6.666666666666666963e+00, 2.000000000000000000e+00
1.358096046613916208e+01, -1.668460463615598410e+00, 8.649620655026741822e-01, 6.666666666666666963e+00, 2.125000000000000000e+00
1.358535394426768050e+01, -1.691890120283769061e+00, 1.444692492326267619e+00, 6.666666666666666963e+00, 2.250000000000000000e+00
1.359321496401256546e+01, -1.676849627261897568e+00, 1.887835595034878411e+00, 6.666666666666666963e+00, 2.375000000000000000e+00
1.360384357211071915e+01, -1.591027262266679454e+00, 2.213089947451864603e+00, 6.666666666666666963e+00, 2.500000000000000000e+00
1.361623877365788005e+01, -1.403772480563465486e+00, 2.438625566735458605e+00, 6.666666666666666963e+00, 2.625000000000000000e+00
1.362819540718507838e+01, -1.091079447612209874e+00, 2.580498243383382295e+00, 6.666666666666666963e+00, 2.750000000000000000e+00
1.363720726958216645e+01, -6.306035064215194108e-01, 2.654235211228232139e+00, 6.666666666666666963e+00, 2.875000000000000000e+00
1.364076815773900186e+01, -1.895032460249779987e-16, 2.675363704102605933e+00, 6.666666666666666963e+00, 3.000000000000000000e+00
1.363720726958216645e+01, 6.306035064215190777e-01, 2.654235211228232139e+00, 6.666666666666666963e+00, 3.125000000000000000e+00
1.362819540718507838e+01, 1.091079447612209652e+00, 2.580498243383382295e+00, 6.666666666666666963e+00, 3.250000000000000000e+00
1.361623877365788005e+01, 1.403772480563465486e+00, 2.438625566735458161e+00, 6.666666666666666963e+00, 3.375000000000000000e+00
1.360384357211071915e+01, 1.591027262266679898e+00, 2.213089947451864603e+00, 6.666666666666666963e+00, 3.500000000000000000e+00
1.359321496401256546e+01, 1.676849627261897568e+00, 1.887835595034877745e+00, 6.666666666666666963e+00, 3.625000000000000000e+00
1.358535394426768050e+01, 1.691890120283769727e+00, 1.444692492326267397e+00, 6.666666666666666963e+00, 3.750000000000000000e+00
1.358096046613916208e+01, 1.668460463615598410e+00, 8.649620655026739602e-01, 6.666666666666666963e+00, 3.875000000000000000e+00
1.358073448289010443e+01, 1.638872379540686097e+00, 1.299457407407406950e-01, 6.666666666666666963e+00, 4.000000000000000000e+00
1.399592414517625727e+01, 1.564990369089388045e+00, 1.031702812071331188e-01, 6.777777777777777679e+00, 0.000000000000000000e+00
1.399972871704997956e+01, 1.511462412080388784e+00, -1.656500652797880668e-01, 6.777777777777777679e+00, 1.250000000000000000e-01
1.400647537704061918e+01, 1.396499458802761939e+00, -3.679761610828067853e-01, 6.777777777777777679e+00, 2.500000000000000000e-01
1.401489403290940317e+01, 1.230484870484069848e+00, -5.143674262796129604e-01, 6.777777777777777679e+00, 3.750000000000000000e-01
1.402371459241755502e+01, 1.023802008351874626e+00, -6.153832809478965160e-01, 6.777777777777777679e+00, 5.000000000000000000e-01
1.403177186634837526e+01, 7.868646235362491970e-01, -6.810194086046227335e-01, 6.777777777777777679e+00, 6.250000000000000000e-01
1.403832027757345813e+01, 5.302080267773101596e-01, -7.190165465238596010e-01, 6.777777777777777679e+00, 7.500000000000000000e-01
1.404271915198648202e+01, 2.643979187176846990e-01, -7.365516954189499366e-01, 6.777777777777777679e+00, 8.750000000000000000e-01
1.404432781548111642e+01, -3.438036321112881945e-17, -7.408018560032372246e-01, 6.777777777777777679e+00, 1.000000000000000000e+00
1.404271915198648202e+01, -2.643979187176848100e-01, -7.365516954189499366e-01, 6.777777777777777679e+00, 1.125000000000000000e+00
1.403832027757345813e+01, -5.302080267773102706e-01, -7.190165465238596010e-01, 6.777777777777777679e+00, 1.250000000000000000e+00
1.403177186634837526e+01, -7.868646235362493080e-01, -6.810194086046227335e-01, 6.777777777777777679e+00, 1.375000000000000000e+00
1.402371459241755502e+01, -1.023802008351874626e+00, -6.153832809478965160e-01, 6.777777777777777679e+00, 1.500000000000000000e+00
1.401489403290940317e+01, -1.230484870484069848e+00, -5.143674262796129604e-01, 6.777777777777777679e+00, 1.625000000000000000e+00
1.400647537704061918e+01, -1.396499458802761939e+00, -3.679761610828067853e-01, 6.777777777777777679e+00, 1.750000000000000000e+00
1.399972871704997956e+01, -1.511462412080388784e+00, -1.656500652797880668e-01, 6.777777777777777679e+00, 1.875000000000000000e+00
1.399592414517625727e+01, -1.564990369089388045e+00, 1.031702812071331465e-01, 6.777777777777777679e+00, 2.000000000000000000e+00
1.399602461759489636e+01, -1.592309007954406441e+00, 7.925604204938765385e-01, 6.777777777777777679e+00, 2.125000000000000000e+00
1.399976454622801825e+01, -1.614718375047397902e+00, 1.340028694063272185e+00, 6.777777777777777679e+00, 2.250000000000000000e+00
1.400657120693441371e+01, -1.600946661511765789e+00, 1.762225098100988374e+00, 6.777777777777777679e+00, 2.375000000000000000e+00
1.401587187557287351e+01, -1.519722058490911687e+00, 2.075799628792695195e+00, 6.777777777777777679e+00, 2.500000000000000000e+00
1.402681340911486707e+01, -1.341415591902872961e+00, 2.296774656207575926e+00, 6.777777777777777679e+00, 2.625000000000000000e+00
1.403742098898261226e+01, -1.042969626764230551e+00, 2.438662045948879253e+00, 6.777777777777777679e+00, 2.750000000000000000e+00
1.404543937771100026e+01, -6.029693628662009530e-01, 2.514346037503368159e+00, 6.777777777777777679e+00, 2.875000000000000000e+00
1.404861333783493293e+01, -1.736705028170341043e-16, 2.536710870357806069e+00, 6.777777777777777679e+00, 3.000000000000000000e+00
1.404543937771100026e+01, 6.029693628662007310e-01, 2.514346037503368159e+00, 6.777777777777777679e+00, 3.125000000000000000e+00
1.403742098898261226e+01, 1.042969626764230551e+00, 2.438662045948879253e+00, 6.777777777777777679e+00, 3.250000000000000000e+00
1.402681340911486707e+01, 1.341415591902872961e+00, 2.296774656207575926e+00, 6.777777777777777679e+00, 3.375000000000000000e+00
1.401587187557287351e+01, 1.519722058490911687e+00, 2.075799628792695195e+00, 6.777777777777777679e+00, 3.500000000000000000e+00
1.400657120693441371e+01, 1.600946661511766234e+00, 1.762225098100988374e+00, 6.777777777777777679e+00, 3.625000000000000000e+00
1.399976454622801825e+01, 1.614718375047398347e+00, 1.340028694063271963e+00, 6.777777777777777679e+00, 3.750000000000000000e+00
1.399602461759489636e+01, 1.592309007954406441e+00, 7.925604204938764275e-01, 6.777777777777777679e+00, 3.875000000000000000e+00
1.399592414517625727e+01, 1.564990369089388045e+00, 1.031702812071331188e-01, 6.777777777777777679e+00, 4.000000000000000000e+00
1.441310433225028120e+01, 1.489099681703122569e+00, 8.467589163237311534e-02, 6.888888888888889284e+00, 0.000000000000000000e+00
1.441555108940901420e+01, 1.442572910864643454e+00, -1.623334026381400563e-01, 6.888888888888889284e+00, 1.250000000000000000e-01
1.441985512218235854e+01, 1.334794887564472177e+00, -3.472030193385741703e-01, 6.888888888888889284e+00, 2.500000000000000000e-01
1.442522309606399489e+01, 1.176324088179408367e+00, -4.798094151690617259e-01, 6.888888888888889284e+00, 3.750000000000000000e-01
1.443086167654760743e+01, 9.777189890862506561e-01, -5.700290468297347646e-01, 6.888888888888889284e+00, 5.000000000000000000e-01
1.443603853222518474e+01, 7.496454866122871374e-01, -6.272948538221534420e-01, 6.888888888888889284e+00, 6.250000000000000000e-01
1.444026534408194351e+01, 5.031991568867660858e-01, -6.592657068535883180e-01, 6.888888888888889284e+00, 7.500000000000000000e-01
1.444311479620141370e+01, 2.495829959894244887e-01, -6.731569594327374562e-01, 6.888888888888889284e+00, 8.750000000000000000e-01
1.444415957266712169e+01, -2.284409515689616427e-17, -6.761839650682985869e-01, 6.888888888888889284e+00, 1.000000000000000000e+00
1.444311479620141370e+01, -2.495829959894245720e-01, -6.731569594327374562e-01, 6.888888888888889284e+00, 1.125000000000000000e+00
1.444026534408194351e+01, -5.031991568867660858e-01, -6.592657068535883180e-01, 6.888888888888889284e+00, 1.250000000000000000e+00
1.443603853222518474e+01, -7.496454866122871374e-01, -6.272948538221534420e-01, 6.888888888888889284e+00, 1.375000000000000000e+00
1.443086167654760743e+01, -9.777189890862506561e-01, -5.700290468297347646e-01, 6.888888888888889284e+00, 1.500000000000000000e+00
1.442522309606399489e+01, -1.176324088179408367e+00, -4.798094151690617259e-01, 6.888888888888889284e+00, 1.625000000000000000e+00
1.441985512218235854e+01, -1.334794887564472177e+00, -3.472030193385741703e-01, 6.888888888888889284e+00, 1.750000000000000000e+00
1.441555108940901420e+01, -1.442572910864643454e+00, -1.623334026381400563e-01, 6.888888888888889284e+00, 1.875000000000000000e+00
1.441310433225028120e+01, -1.489099681703122569e+00, 8.467589163237311534e-02, 6.888888888888889284e+00, 2.000000000000000000e+00
1.441311872087200108e+01, -1.509265093713975547e+00, 7.354901089215416521e-01, 6.888888888888889284e+00, 2.125000000000000000e+00
1.441544026807813417e+01, -1.525719240245508868e+00, 1.251540773642911164e+00, 6.888888888888889284e+00, 2.250000000000000000e+00
1.441972552233216120e+01, -1.509543944492285794e+00, 1.648570337590158141e+00, 6.888888888888889284e+00, 2.375000000000000000e+00
1.442563103209756825e+01, -1.431821029648866039e+00, 1.942321252556959532e+00, 6.888888888888889284e+00, 2.500000000000000000e+00
1.443262666339444422e+01, -1.264771543233806472e+00, 2.148053597420113814e+00, 6.888888888888889284e+00, 2.625000000000000000e+00
1.443943555246930188e+01, -9.851734300616301621e-01, 2.279097959388908468e+00, 6.888888888888889284e+00, 2.750000000000000000e+00
1.444459415312526573e+01, -5.709438592708556692e-01, 2.348302552755752171e+00, 6.888888888888889284e+00, 2.875000000000000000e+00
1.444663891916544785e+01, -1.142569097480484479e-16, 2.368515591813053156e+00, 6.888888888888889284e+00, 3.000000000000000000e+00
1.444459415312526573e+01, 5.709438592708555582e-01, 2.348302552755752171e+00, 6.888888888888889284e+00, 3.125000000000000000e+00
1.443943555246930188e+01, 9.851734300616302731e-01, 2.279097959388908023e+00, 6.888888888888889284e+00, 3.250000000000000000e+00
1.443262666339444422e+01, 1.264771543233806472e+00, 2.148053597420113814e+00, 6.888888888888889284e+00, 3.375000000000000000e+00
1.442563103209756825e+01, 1.431821029648866483e+00, 1.942321252556959532e+00, 6.888888888888889284e+00, 3.500000000000000000e+00
1.441972552233216120e+01, 1.509543944492285794e+00, 1.648570337590157919e+00, 6.888888888888889284e+00, 3.625000000000000000e+00
1.441544026807813417e+01, 1.525719240245509312e+00, 1.251540773642910942e+00, 6.888888888888889284e+00, 3.750000000000000000e+00
1.441311872087200108e+01, 1.509265093713975547e+00, 7.354901089215416521e-01, 6.888888888888889284e+00, 3.875000000000000000e+00
1.441310433225028120e+01, 1.489099681703122569e+00, 8.467589163237311534e-02, 6.888888888888889284e+00, 4.000000000000000000e+00
1.483300000000000018e+01, 1.413699999999999735e+00, 7.777500000000003855e-02, 7.000000000000000000e+00, 0.000000000000000000e+00
1.483300000000000018e+01, 1.378348112148437554e+00, -1.520996582031249322e-01, 7.000000000000000000e+00, 1.250000000000000000e-01
1.483300000000000018e+01, 1.279871205937499923e+00, -3.248457031249999405e-01, 7.000000000000000000e+00, 2.500000000000000000e-01
1.483300000000000018e+01, 1.129637417382812536e+00, -4.486243652343750443e-01, 7.000000000000000000e+00, 3.750000000000000000e-01
1.483300000000000018e+01, 9.390148824999999810e-01, -5.315968749999999687e-01, 7.000000000000000000e+00, 5.000000000000000000e-01
1.483300000000000374e+01, 7.193717373046873975e-01, -5.819244628906250494e-01, 7.000000000000000000e+00, 6.250000000000000000e-01
1.483300000000000196e+01, 4.820761178124999269e-01, -6.077683593750000668e-01, 7.000000000000000000e+00, 7.500000000000000000e-01
1.483300000000000196e+01, 2.384961600390624326e-01, -6.172897949218749680e-01, 7.000000000000000000e+00, 8.750000000000000000e-01
1.483300000000000374e+01, 0.000000000000000000e+00, -6.186500000000000332e-01, 7.000000000000000000e+00, 1.000000000000000000e+00
1.483300000000000196e+01, -2.384961600390624603e-01, -6.172897949218749680e-01, 7.000000000000000000e+00, 1.125000000000000000e+00
1.483300000000000196e+01, -4.820761178125000379e-01, -6.077683593749999558e-01, 7.000000000000000000e+00, 1.250000000000000000e+00
1.483300000000000374e+01, -7.193717373046876196e-01, -5.819244628906248273e-01, 7.000000000000000000e+00, 1.375000000000000000e+00
1.483300000000000018e+01, -9.390148824999999810e-01, -5.315968749999999687e-01, 7.000000000000000000e+00, 1.500000000000000000e+00
1.483300000000000018e+01, -1.129637417382812536e+00, -4.486243652343749888e-01, 7.000000000000000000e+00, 1.625000000000000000e+00
1.483300000000000018e+01, -1.279871205937499923e+00, -3.248457031249999405e-01, 7.000000000000000000e+00, 1.750000000000000000e+00
1.483300000000000018e+01, -1.378348112148437554e+00, -1.520996582031249322e-01, 7.000000000000000000e+00, 1.875000000000000000e+00
1.483300000000000018e+01, -1.413699999999999735e+00, 7.777500000000005242e-02, 7.000000000000000000e+00, 2.000000000000000000e+00
1.483300000000000374e+01, -1.420602832031250040e+00, 7.007489257812500316e-01, 7.000000000000000000e+00, 2.125000000000000000e+00
1.483300000000000196e+01, -1.424744531250000001e+00, 1.187702343750000056e+00, 7.000000000000000000e+00, 2.250000000000000000e+00
1.483300000000000196e+01, -1.401274902343749851e+00, 1.554957714843750116e+00, 7.000000000000000000e+00, 2.375000000000000000e+00
1.483300000000000374e+01, -1.325343749999999821e+00, 1.818837500000000107e+00, 7.000000000000000000e+00, 2.500000000000000000e+00
1.483300000000000196e+01, -1.172100878906249699e+00, 1.995664160156249700e+00, 7.000000000000000000e+00, 2.625000000000000000e+00
1.483300000000000196e+01, -9.166960937499997186e-01, 2.101760156249999678e+00, 7.000000000000000000e+00, 2.750000000000000000e+00
1.483300000000000374e+01, -5.342791992187498895e-01, 2.153447949218749713e+00, 7.000000000000000000e+00, 2.875000000000000000e+00
1.483300000000000018e+01, -4.108650548026102925e-33, 2.167049999999999699e+00, 7.000000000000000000e+00, 3.000000000000000000e+00
1.483300000000000196e+01, 5.342791992187500005e-01, 2.153447949218749713e+00, 7.000000000000000000e+00, 3.125000000000000000e+00
1.483300000000000196e+01, 9.166960937500000517e-01, 2.101760156249999678e+00, 7.000000000000000000e+00, 3.250000000000000000e+00
1.483300000000000196e+01, 1.172100878906250143e+00, 1.995664160156249700e+00, 7.000000000000000000e+00, 3.375000000000000000e+00
1.483300000000000018e+01, 1.325343750000000043e+00, 1.818837500000000107e+00, 7.000000000000000000e+00, 3.500000000000000000e+00
1.483300000000000196e+01, 1.401274902343750073e+00, 1.554957714843750116e+00, 7.000000000000000000e+00, 3.625000000000000000e+00
1.483300000000000196e+01, 1.424744531250000001e+00, 1.187702343750000056e+00, 7.000000000000000000e+00, 3.750000000000000000e+00
1.483300000000000196e+01, 1.420602832031250040e+00, 7.007489257812500316e-01, 7.000000000000000000e+00, 3.875000000000000000e+00
1.483300000000000018e+01, 1.413699999999999735e+00, 7.777500000000003855e-02, 7.000000000000000000e+00, 4.000000000000000000e+00
1.518691612363674004e+01, 1.350808421842344176e+00, 1.314864197530860590e-01, 7.111111111111110716e+00, 0.000000000000000000e+00
1.522600169869075692e+01, 1.306799266326556408e+00, -8.403338957954227528e-02, 7.111111111111110716e+00, 1.250000000000000000e-01
1.531570781851646323e+01, 1.198679858290760292e+00, -2.419448689866201263e-01, 7.111111111111110716e+00, 2.500000000000000000e-01
1.543874779975983280e+01, 1.042118166406247326e+00, -3.480466597446955634e-01, 7.111111111111110716e+00, 3.750000000000000000e-01
1.557783495906683413e+01, 8.527821593443074555e-01, -4.081374031303158789e-01, 7.111111111111110716e+00, 5.000000000000000000e-01
1.571572225823842928e+01, 6.450733315145424918e-01, -4.295874569626613737e-01, 7.111111111111110716e+00, 6.250000000000000000e-01
1.583532123969555805e+01, 4.283272802797985501e-01, -4.260540452314396931e-01, 7.111111111111110716e+00, 7.500000000000000000e-01
1.591958309101415381e+01, 2.106131287412321140e-01, -4.127661084689907556e-01, 7.111111111111110716e+00, 8.750000000000000000e-01
1.595145899977014281e+01, 2.436703483402285404e-18, -4.049525872076545352e-01, 7.111111111111110716e+00, 1.000000000000000000e+00
1.591958309101415203e+01, -2.106131287412321695e-01, -4.127661084689907001e-01, 7.111111111111110716e+00, 1.125000000000000000e+00
1.583532123969555805e+01, -4.283272802797986056e-01, -4.260540452314395266e-01, 7.111111111111110716e+00, 1.250000000000000000e+00
1.571572225823843105e+01, -6.450733315145428248e-01, -4.295874569626612072e-01, 7.111111111111110716e+00, 1.375000000000000000e+00
1.557783495906683413e+01, -8.527821593443074555e-01, -4.081374031303158789e-01, 7.111111111111110716e+00, 1.500000000000000000e+00
1.543874779975983280e+01, -1.042118166406247326e+00, -3.480466597446955079e-01, 7.111111111111110716e+00, 1.625000000000000000e+00
1.531570781851646323e+01, -1.198679858290760292e+00, -2.419448689866201263e-01, 7.111111111111110716e+00, 1.750000000000000000e+00
1.522600169869075692e+01, -1.306799266326556408e+00, -8.403338957954227528e-02, 7.111111111111110716e+00, 1.875000000000000000e+00
1.518691612363674004e+01, -1.350808421842344176e+00, 1.314864197530860590e-01, 7.111111111111110716e+00, 2.000000000000000000e+00
1.521008189361704055e+01, -1.360787193929215322e+00, 7.285972385947233620e-01, 7.111111111111110716e+00, 2.125000000000000000e+00
1.528450627652866345e+01, -1.363266663688005087e+00, 1.194405416903246975e+00, 7.111111111111110716e+00, 2.250000000000000000e+00
1.539354065717720843e+01, -1.337255680462039242e+00, 1.546350348430413080e+00, 7.111111111111110716e+00, 2.375000000000000000e+00
1.552053642036828052e+01, -1.261763093594645335e+00, 1.801871426927978304e+00, 7.111111111111110716e+00, 2.500000000000000000e+00
1.564879309540952157e+01, -1.115092225920129243e+00, 1.977643471228198946e+00, 7.111111111111110716e+00, 2.625000000000000000e+00
1.576140278961680963e+01, -8.727242942367138268e-01, 2.087283000485327555e+00, 7.111111111111110716e+00, 2.750000000000000000e+00
1.584140575480804358e+01, -5.094349888336032750e-01, 2.143641958934119351e+00, 7.111111111111110716e+00, 2.875000000000000000e+00
1.587184224280113654e+01, 1.028312187732434583e-17, 2.159572290809327111e+00, 7.111111111111110716e+00, 3.000000000000000000e+00
1.584140575480804181e+01, 5.094349888336033860e-01, 2.143641958934119351e+00, 7.111111111111110716e+00, 3.125000000000000000e+00
1.576140278961680607e+01, 8.727242942367140488e-01, 2.087283000485327555e+00, 7.111111111111110716e+00, 3.250000000000000000e+00
1.564879309540952157e+01, 1.115092225920129465e+00, 1.977643471228198946e+00, 7.111111111111110716e+00, 3.375000000000000000e+00
1.552053642036827874e+01, 1.261763093594645557e+00, 1.801871426927978304e+00, 7.111111111111110716e+00, 3.500000000000000000e+00
1.539354065717720843e+01, 1.337255680462039464e+00, 1.546350348430413080e+00, 7.111111111111110716e+00, 3.625000000000000000e+00
1.528450627652866345e+01, 1.363266663688005087e+00, 1.194405416903246975e+00, 7.111111111111110716e+00, 3.750000000000000000e+00
1.521008189361703877e+01, 1.360787193929215544e+00, 7.285972385947234731e-01, 7.111111111111110716e+00, 3.875000000000000000e+00
1.518691612363674004e+01, 1.350808421842344176e+00, 1.314864197530860590e-01, 7.111111111111110716e+00, 4.000000000000000000e+00
1.570496878213164749e+01, 1.261072915008795148e+00, 2.754330246913581637e-01, 7.222222222222222321e+00, 0.000000000000000000e+00
1.579021239100193696e+01, 1.217584302805246432e+00, 6.922174019508343934e-02, 7.222222222222222321e+00, 1.250000000000000000e-01
1.596911870212015394e+01, 1.110996778396117879e+00, -8.345946671073008194e-02, 7.222222222222222321e+00, 2.500000000000000000e-01
1.620900547566174055e+01, 9.588294992799035743e-01, -1.840999791352406489e-01, 7.222222222222222321e+00, 3.750000000000000000e-01
1.647719047180213181e+01, 7.786016229550961620e-01, -2.341891801876063994e-01, 7.222222222222222321e+00, 5.000000000000000000e-01
1.674114882488346012e+01, 5.858406304273797716e-01, -2.385294246806524965e-01, 7.222222222222222321e+00, 6.250000000000000000e-01
1.696898516591462425e+01, 3.881072967312004796e-01, -2.151749542418703864e-01, 7.222222222222222321e+00, 7.500000000000000000e-01
1.712896150007122387e+01, 1.909707204081949605e-01, -1.854929822024183883e-01, 7.222222222222222321e+00, 8.750000000000000000e-01
1.718933983252884801e+01, -1.066057773988492329e-17, -1.708507218934547378e-01, 7.222222222222222321e+00, 1.000000000000000000e+00
1.712896150007122387e+01, -1.909707204081949883e-01, -1.854929822024183883e-01, 7.222222222222222321e+00, 1.125000000000000000e+00
1.696898516591462780e+01, -3.881072967312005906e-01, -2.151749542418702199e-01, 7.222222222222222321e+00, 1.250000000000000000e+00
1.674114882488346367e+01, -5.858406304273799936e-01, -2.385294246806523299e-01, 7.222222222222222321e+00, 1.375000000000000000e+00
1.647719047180213181e+01, -7.786016229550961620e-01, -2.341891801876063439e-01, 7.222222222222222321e+00, 1.500000000000000000e+00
