# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
7

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
BODY,Fuselage,0,IPKETGGBAT,0,0,0,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,72,33
# x,y,z,u,w
1.619999999999993407e-03, 1.971425926467487155e-01, 4.945874737725718950e-01, 5.999999999999999778e-01, 3.875000000000000000e+00
1.619999999999991889e-03, 2.013244057913564922e-01, 4.531999999999999362e-01, 5.999999999999999778e-01, 4.000000000000000000e+00
2.239999999999992431e-03, 3.400158546826355099e-01, 4.531999999999999917e-01, 8.000000000000000444e-01, 0.000000000000000000e+00
2.239999999999988528e-03, 3.330316826933564789e-01, 3.839155082830882915e-01, 8.000000000000000444e-01, 1.250000000000000000e-01
2.239999999999982890e-03, 3.130835328014298091e-01, 3.201075944992800570e-01, 8.000000000000000444e-01, 2.500000000000000000e-01
2.239999999999974650e-03, 2.816779541207215520e-01, 2.627655095245573502e-01, 8.000000000000000444e-01, 3.750000000000000000e-01
2.239999999999965977e-03, 2.403214957650973982e-01, 2.128785042349024825e-01, 8.000000000000000444e-01, 5.000000000000000000e-01
2.239999999999956002e-03, 1.904344904754425860e-01, 1.715220458792783287e-01, 8.000000000000000444e-01, 6.250000000000000000e-01
2.239999999999947328e-03, 1.330924055007198792e-01, 1.401164671985701271e-01, 8.000000000000000444e-01, 7.500000000000000000e-01
2.239999999999941691e-03, 6.928449171691163089e-02, 1.201683173066435129e-01, 8.000000000000000444e-01, 8.750000000000000000e-01
2.239999999999939088e-03, 6.772360450213453208e-18, 1.131841453173644957e-01, 8.000000000000000444e-01, 1.000000000000000000e+00
2.239999999999941691e-03, -6.928449171691163089e-02, 1.201683173066435406e-01, 8.000000000000000444e-01, 1.125000000000000000e+00
2.239999999999947328e-03, -1.330924055007198792e-01, 1.401164671985701271e-01, 8.000000000000000444e-01, 1.250000000000000000e+00
2.239999999999956002e-03, -1.904344904754425860e-01, 1.715220458792783564e-01, 8.000000000000000444e-01, 1.375000000000000000e+00
2.239999999999965977e-03, -2.403214957650973982e-01, 2.128785042349025380e-01, 8.000000000000000444e-01, 1.500000000000000000e+00
2.239999999999974650e-03, -2.816779541207215520e-01, 2.627655095245573502e-01, 8.000000000000000444e-01, 1.625000000000000000e+00
2.239999999999982890e-03, -3.130835328014298091e-01, 3.201075944992800570e-01, 8.000000000000000444e-01, 1.750000000000000000e+00
2.239999999999988528e-03, -3.330316826933564789e-01, 3.839155082830883470e-01, 8.000000000000000444e-01, 1.875000000000000000e+00
2.239999999999992431e-03, -3.400158546826353434e-01, 4.531999999999999917e-01, 8.000000000000000444e-01, 2.000000000000000000e+00
2.239999999999994166e-03, -3.330316826933563679e-01, 5.224844917169115810e-01, 8.000000000000000444e-01, 2.125000000000000000e+00
2.239999999999994166e-03, -3.130835328014297536e-01, 5.862924055007195934e-01, 8.000000000000000444e-01, 2.250000000000000000e+00
2.239999999999993299e-03, -2.816779541207215520e-01, 6.436344904754424112e-01, 8.000000000000000444e-01, 2.375000000000000000e+00
2.239999999999992431e-03, -2.403214957650972872e-01, 6.935214957650972512e-01, 8.000000000000000444e-01, 2.500000000000000000e+00
2.239999999999991998e-03, -1.904344904754424750e-01, 7.348779541207214328e-01, 8.000000000000000444e-01, 2.625000000000000000e+00
2.239999999999991998e-03, -1.330924055007198237e-01, 7.662835328014296898e-01, 8.000000000000000444e-01, 2.750000000000000000e+00
2.239999999999992431e-03, -6.928449171691154762e-02, 7.862316826933564151e-01, 8.000000000000000444e-01, 2.875000000000000000e+00
2.239999999999992431e-03, 5.265544778508234587e-17, 7.932158546826353351e-01, 8.000000000000000444e-01, 3.000000000000000000e+00
2.239999999999992431e-03, 6.928449171691165864e-02, 7.862316826933564151e-01, 8.000000000000000444e-01, 3.125000000000000000e+00
2.239999999999991998e-03, 1.330924055007199625e-01, 7.662835328014298009e-01, 8.000000000000000444e-01, 3.250000000000000000e+00
2.239999999999991998e-03, 1.904344904754426415e-01, 7.348779541207216548e-01, 8.000000000000000444e-01, 3.375000000000000000e+00
2.239999999999992431e-03, 2.403214957650974815e-01, 6.935214957650973622e-01, 8.000000000000000444e-01, 3.500000000000000000e+00
2.239999999999993299e-03, 2.816779541207216075e-01, 6.436344904754424112e-01, 8.000000000000000444e-01, 3.625000000000000000e+00
2.239999999999994166e-03, 3.130835328014299201e-01, 5.862924055007198154e-01, 8.000000000000000444e-01, 3.750000000000000000e+00
2.239999999999994600e-03, 3.330316826933564234e-01, 5.224844917169115810e-01, 8.000000000000000444e-01, 3.875000000000000000e+00
2.239999999999992431e-03, 3.400158546826354544e-01, 4.531999999999999917e-01, 8.000000000000000444e-01, 4.000000000000000000e+00
2.500000000000000052e-03, 5.144999999999999574e-01, 4.531999999999999917e-01, 1.000000000000000000e+00, 0.000000000000000000e+00
2.500000000000000052e-03, 5.040393864885548414e-01, 3.495649195801152631e-01, 1.000000000000000000e+00, 1.250000000000000000e-01
2.500000000000000052e-03, 4.740412893893312107e-01, 2.530136318320060917e-01, 1.000000000000000000e+00, 2.500000000000000000e-01
2.500000000000000052e-03, 4.265813238549961417e-01, 1.656217519083397205e-01, 1.000000000000000000e+00, 3.750000000000000000e-01
2.500000000000000052e-03, 3.637351050382167106e-01, 8.946489496178322565e-02, 1.000000000000000000e+00, 5.000000000000000000e-01
2.500000000000000052e-03, 2.875782480916601602e-01, 2.661867614500383616e-02, 1.000000000000000000e+00, 6.250000000000000000e-01
2.500000000000000052e-03, 2.001863681679937612e-01, -2.084128938933128491e-02, 1.000000000000000000e+00, 7.500000000000000000e-01
2.500000000000000052e-03, 1.036350804198846731e-01, -5.083938648855495374e-02, 1.000000000000000000e+00, 8.750000000000000000e-01
2.500000000000000052e-03, 0.000000000000000000e+00, -6.129999999999998644e-02, 1.000000000000000000e+00, 1.000000000000000000e+00
2.500000000000000052e-03, -1.036350804198846731e-01, -5.083938648855493986e-02, 1.000000000000000000e+00, 1.125000000000000000e+00
2.500000000000000052e-03, -2.001863681679937612e-01, -2.084128938933127451e-02, 1.000000000000000000e+00, 1.250000000000000000e+00
2.500000000000000052e-03, -2.875782480916602157e-01, 2.661867614500383616e-02, 1.000000000000000000e+00, 1.375000000000000000e+00
2.500000000000000052e-03, -3.637351050382167661e-01, 8.946489496178322565e-02, 1.000000000000000000e+00, 1.500000000000000000e+00
2.500000000000000052e-03, -4.265813238549961417e-01, 1.656217519083397205e-01, 1.000000000000000000e+00, 1.625000000000000000e+00
2.500000000000000052e-03, -4.740412893893312107e-01, 2.530136318320060917e-01, 1.000000000000000000e+00, 1.750000000000000000e+00
2.500000000000000052e-03, -5.040393864885548414e-01, 3.495649195801152631e-01, 1.000000000000000000e+00, 1.875000000000000000e+00
2.500000000000000052e-03, -5.144999999999998463e-01, 4.531999999999999917e-01, 1.000000000000000000e+00, 2.000000000000000000e+00
2.500000000000000052e-03, -5.040393864885548414e-01, 5.568350804198844983e-01, 1.000000000000000000e+00, 2.125000000000000000e+00
2.500000000000000052e-03, -4.740412893893312107e-01, 6.533863681679936697e-01, 1.000000000000000000e+00, 2.250000000000000000e+00
2.500000000000000052e-03, -4.265813238549961417e-01, 7.407782480916600409e-01, 1.000000000000000000e+00, 2.375000000000000000e+00
2.500000000000000052e-03, -3.637351050382167661e-01, 8.169351050382166468e-01, 1.000000000000000000e+00, 2.500000000000000000e+00
2.500000000000000052e-03, -2.875782480916602157e-01, 8.797813238549959669e-01, 1.000000000000000000e+00, 2.625000000000000000e+00
2.500000000000000052e-03, -2.001863681679937890e-01, 9.272412893893311470e-01, 1.000000000000000000e+00, 2.750000000000000000e+00
2.500000000000000052e-03, -1.036350804198846731e-01, 9.572393864885547776e-01, 1.000000000000000000e+00, 2.875000000000000000e+00
2.500000000000000052e-03, 1.643460219210441170e-32, 9.676999999999997826e-01, 1.000000000000000000e+00, 3.000000000000000000e+00
2.500000000000000052e-03, 1.036350804198846731e-01, 9.572393864885547776e-01, 1.000000000000000000e+00, 3.125000000000000000e+00
2.500000000000000052e-03, 2.001863681679937890e-01, 9.272412893893311470e-01, 1.000000000000000000e+00, 3.250000000000000000e+00
2.500000000000000052e-03, 2.875782480916601602e-01, 8.797813238549959669e-01, 1.000000000000000000e+00, 3.375000000000000000e+00
2.500000000000000052e-03, 3.637351050382166551e-01, 8.169351050382166468e-01, 1.000000000000000000e+00, 3.500000000000000000e+00
2.500000000000000052e-03, 4.265813238549960862e-01, 7.407782480916600409e-01, 1.000000000000000000e+00, 3.625000000000000000e+00
2.500000000000000052e-03, 4.740412893893312107e-01, 6.533863681679936697e-01, 1.000000000000000000e+00, 3.750000000000000000e+00
2.500000000000000052e-03, 5.040393864885549524e-01, 5.568350804198844983e-01, 1.000000000000000000e+00, 3.875000000000000000e+00
2.500000000000000052e-03, 5.144999999999999574e-01, 4.531999999999999917e-01, 1.000000000000000000e+00, 4.000000000000000000e+00
