Results_Name,Projection
Results_Timestamp,1678420126
Results_Date,3,10,2023
Results_Time,12,48,46
Area,2.425318487151129432e+01
Boundary_Area,2.425318487151129432e+01
Comp_Areas,1.252033515671229935e+01,2.425318487151129432e+01,5.752409252418592134e-01
Comp_Bounded_Areas,4.672626090718155822e+00,2.425318487151129432e+01,5.155937483138824931e-04
Comp_IDs,CLCNIRPFYA,LSAVAESTTT,YUEIUZTOGU
Comp_Names,FuselageGeom,WingGeom,WingGeom
Direction,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
Mesh_GeomID,FAHQTTMNTS
Path,1.241454864476228792e+01,2.009999988059887333e+00,2.122608695652174582e+00,1.301436683878767298e+01,4.129999992673500486e+00,2.122608695652174582e+00,1.299571520342007602e+01,4.131041043376769473e+00,2.122608695652174582e+00,1.296893382785865079e+01,4.132487409706644854e+00,2.122608695652174582e+00,1.293128662880230451e+01,4.134425799630867537e+00,2.122608695652174582e+00,1.287994458088996907e+01,4.136879555412583898e+00,2.122608695652174582e+00,1.281275363445888793e+01,4.139722130672744527e+00,2.122608695652174582e+00,1.272914133473846476e+01,4.142734463964949931e+00,2.122608695652174582e+00,1.263148938962258150e+01,4.145491669167576276e+00,2.122608695652174582e+00,1.252542563298906231e+01,4.147506405371994553e+00,2.122608695652174582e+00,1.241881356090098620e+01,4.148406434646445540e+00,2.122608695652174582e+00,1.231957489698151242e+01,4.148089278762479459e+00,2.122608695652174582e+00,1.223352076880651751e+01,4.146707331385654172e+00,2.122608695652174582e+00,1.216327927324386948e+01,4.144567785238836066e+00,2.122608695652174582e+00,1.210861735772236969e+01,4.141964368544321040e+00,2.122608695652174582e+00,1.206747052716444912e+01,4.139062797137365912e+00,2.122608695652174582e+00,1.203694900939251333e+01,4.135739812482082556e+00,2.122608695652174582e+00,1.201436683580579512e+01,4.129999992673500486e+00,2.122608695652174582e+00,9.514548641808072915e+00,2.009999988059887333e+00,2.122608695652174582e+00,6.473986440597822245e+00,1.099999880875516534e-01,2.122608695652174582e+00,1.197369285687364737e+01,1.099999880875516534e-01,2.122608695652174582e+00,1.241454864476228792e+01,2.009999988059887333e+00,2.122608695652174582e+00
