Results_Name,Projection
Results_Timestamp,1678437888
Results_Date,3,10,2023
Results_Time,17,44,48
Analysis_Duration_Sec,1.000000000000000021e-02
Area,3.393387946264834198e+01
Comp_Areas,1.252033515671229935e+01,2.606173654599974299e+01,5.752409252418592134e-01
Comp_IDs,CLCNIRPFYA,LSAVAESTTT,YUEIUZTOGU
Comp_Names,FuselageGeom,WingGeom,WingGeom
Direction,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
Mesh_GeomID,UFOSWDMASB
Path,1.272460611803914077e+01,-4.326715548968343761e+00,2.122608695652174582e+00,1.283233595717094921e+01,-4.324698706267007253e+00,2.122608695652174582e+00,1.293152154590793756e+01,-4.321920293764327070e+00,2.122608695652174582e+00,1.301645137405213504e+01,-4.318873274438407961e+00,2.122608695652174582e+00,1.308470668498345901e+01,-4.315991358924992305e+00,2.122608695652174582e+00,1.313686888608440206e+01,-4.313499287672305726e+00,2.122608695652174582e+00,1.317512104828269948e+01,-4.311529186429613247e+00,2.122608695652174582e+00,1.320233438381012903e+01,-4.310058652317527716e+00,2.122608695652174582e+00,1.322128766099655373e+01,-4.308999995285287987e+00,2.122608695652174582e+00,1.262497180275932429e+01,-2.165999990574625222e+00,2.122608695652174582e+00,1.211516472020422697e+01,-5.566076369766149723e-01,2.122608695652174582e+00,1.234509177660238599e+01,-5.442249649035829639e-01,2.122608695652174582e+00,1.267371165802265054e+01,-5.019478706512937594e-01,2.122608695652174582e+00,1.301929891665976058e+01,-4.407407276110285599e-01,2.122608695652174582e+00,1.336311895248033288e+01,-3.681755809175349947e-01,2.122608695652174582e+00,1.368643719391716296e+01,-2.918244045401240383e-01,2.122608695652174582e+00,1.397051901247069416e+01,-2.192592578466304731e-01,2.122608695652174582e+00,1.419662982234063087e+01,-1.580521148063653292e-01,2.122608695652174582e+00,1.434603502349359161e+01,-1.157750205540760552e-01,2.122608695652174582e+00,1.439999998743002152e+01,-9.999999175833555742e-02,2.122608695652174582e+00,1.439999998743002152e+01,-4.916817155898528524e-02,2.122608695652174582e+00,1.493905701797212160e+01,-3.011670030338322451e-02,2.122608695652174582e+00,1.512325517178969747e+01,-1.653248523486018293e-02,2.122608695652174582e+00,1.523447539091634440e+01,-5.432669784977085282e-03,2.122608695652174582e+00,1.528266108092623732e+01,0.000000000000000000e+00,2.122608695652174582e+00,1.523447539091634440e+01,5.432669784977085282e-03,2.122608695652174582e+00,1.512325517178969747e+01,1.653248523486018293e-02,2.122608695652174582e+00,1.493905701797212160e+01,3.011670030338322451e-02,2.122608695652174582e+00,1.439999998743002152e+01,4.916817155898528524e-02,2.122608695652174582e+00,1.439999998743002152e+01,9.999999175833555742e-02,2.122608695652174582e+00,1.434603502349359161e+01,1.157750205540760552e-01,2.122608695652174582e+00,1.419662982234063087e+01,1.580521148063653292e-01,2.122608695652174582e+00,1.397051901247069416e+01,2.192592578466304731e-01,2.122608695652174582e+00,1.368643719391716296e+01,2.918244045401240383e-01,2.122608695652174582e+00,1.336311895248033288e+01,3.681755809175349947e-01,2.122608695652174582e+00,1.301929891665976058e+01,4.407407276110285599e-01,2.122608695652174582e+00,1.267371165802265054e+01,5.019478706512937594e-01,2.122608695652174582e+00,1.234509177660238599e+01,5.442249649035829639e-01,2.122608695652174582e+00,1.211516472020422697e+01,5.566076369766149723e-01,2.122608695652174582e+00,1.262497180275932429e+01,2.165999990574625222e+00,2.122608695652174582e+00,1.322128766099655373e+01,4.308999995285287987e+00,2.122608695652174582e+00,1.320233438381012903e+01,4.310058652317527716e+00,2.122608695652174582e+00,1.317512104828269948e+01,4.311529186429613247e+00,2.122608695652174582e+00,1.313686888608440206e+01,4.313499287672305726e+00,2.122608695652174582e+00,1.308470668498345901e+01,4.315991358924992305e+00,2.122608695652174582e+00,1.301645137405213504e+01,4.318873274438407961e+00,2.122608695652174582e+00,1.293152154590793756e+01,4.321920293764327070e+00,2.122608695652174582e+00,1.283233595717094921e+01,4.324698706267007253e+00,2.122608695652174582e+00,1.272460611803914077e+01,4.326715548968343761e+00,2.122608695652174582e+00,1.261631269135011735e+01,4.327599978779130829e+00,2.122608695652174582e+00,1.251549883742775293e+01,4.327256448984425852e+00,2.122608695652174582e+00,1.242806805658440261e+01,4.325844427094168054e+00,2.122608695652174582e+00,1.235669293831878690e+01,4.323675945080900362e+00,2.122608695652174582e+00,1.230114000306708633e+01,4.321046524535915978e+00,2.122608695652174582e+00,1.225931395535084967e+01,4.318121568166551683e+00,2.122608695652174582e+00,1.222827843809779935e+01,4.314775654007652506e+00,2.122608695652174582e+00,1.220528835846258886e+01,4.308999995285287987e+00,2.122608695652174582e+00,9.636019587329544223e+00,2.165999990574625222e+00,2.122608695652174582e+00,7.166065684065296537e+00,5.599999936993235172e-01,2.122608695652174582e+00,6.877599249109001001e+00,5.599999936993235172e-01,2.122608695652174582e+00,6.517899557068057348e+00,5.554977835294122590e-01,2.122608695652174582e+00,6.093525342661060940e+00,5.426083993159559471e-01,2.122608695652174582e+00,5.616331145024258120e+00,5.222577318530021717e-01,2.122608695652174582e+00,5.098171489060803196e+00,4.953716719345981900e-01,2.122608695652174582e+00,4.550900899673855804e+00,4.628760961217041614e-01,2.122608695652174582e+00,3.986373930232745888e+00,4.256968952083673985e-01,2.122608695652174582e+00,3.416445091407542378e+00,3.847599457555481162e-01,2.122608695652174582e+00,2.852968936567577884e+00,3.409911385572935716e-01,2.122608695652174582e+00,2.307799990616008934e+00,2.953163644076512440e-01,2.122608695652174582e+00,1.792792792689079207e+00,2.486614856344939450e-01,2.122608695652174582e+00,1.319801853456858076e+00,2.019524214980436272e-01,2.122608695652174582e+00,9.006817405217644179e-01,1.561150343261730467e-01,2.122608695652174582e+00,5.472869645538684935e-01,1.120752006798423905e-01,2.122608695652174582e+00,2.714720504563272740e-01,7.075883981927356958e-02,2.122608695652174582e+00,8.509156583155785825e-02,3.309179983925211732e-02,2.122608695652174582e+00,7.116543798701968626e-09,0.000000000000000000e+00,2.122608695652174582e+00,8.509156583155785825e-02,-3.309179983925211732e-02,2.122608695652174582e+00,2.714720504563272740e-01,-7.075883981927356958e-02,2.122608695652174582e+00,5.472869645538684935e-01,-1.120752006798423905e-01,2.122608695652174582e+00,9.006817405217644179e-01,-1.561150343261730467e-01,2.122608695652174582e+00,1.319801853456858076e+00,-2.019524214980436272e-01,2.122608695652174582e+00,1.792792792689079207e+00,-2.486614856344939450e-01,2.122608695652174582e+00,2.307799990616008934e+00,-2.953163644076512440e-01,2.122608695652174582e+00,2.852968936567577884e+00,-3.409911385572935716e-01,2.122608695652174582e+00,3.416445091407542378e+00,-3.847599457555481162e-01,2.122608695652174582e+00,3.986373930232745888e+00,-4.256968952083673985e-01,2.122608695652174582e+00,4.550900899673855804e+00,-4.628760961217041614e-01,2.122608695652174582e+00,5.098171489060803196e+00,-4.953716719345981900e-01,2.122608695652174582e+00,5.616331145024258120e+00,-5.222577318530021717e-01,2.122608695652174582e+00,6.093525342661060940e+00,-5.426083993159559471e-01,2.122608695652174582e+00,6.517899557068057348e+00,-5.554977835294122590e-01,2.122608695652174582e+00,6.877599249109001001e+00,-5.599999936993235172e-01,2.122608695652174582e+00,7.166065684065296537e+00,-5.599999936993235172e-01,2.122608695652174582e+00,9.636019587329544223e+00,-2.165999990574625222e+00,2.122608695652174582e+00,1.220528835846258886e+01,-4.308999995285287987e+00,2.122608695652174582e+00,1.222827843809779935e+01,-4.314775654007652506e+00,2.122608695652174582e+00,1.225931395535084967e+01,-4.318121568166551683e+00,2.122608695652174582e+00,1.230114000306708633e+01,-4.321046524535915978e+00,2.122608695652174582e+00,1.235669293831878690e+01,-4.323675945080900362e+00,2.122608695652174582e+00,1.242806805658440261e+01,-4.325844427094168054e+00,2.122608695652174582e+00,1.251549883742775293e+01,-4.327256448984425852e+00,2.122608695652174582e+00,1.261631269135011735e+01,-4.327599978779130829e+00,2.122608695652174582e+00,1.272460611803914077e+01,-4.326715548968343761e+00,2.122608695652174582e+00
Planar_Path,2.122608695652174582e+00,1.272460611803914077e+01,-4.326715548968343761e+00,2.122608695652174582e+00,1.283233595717094921e+01,-4.324698706267007253e+00,2.122608695652174582e+00,1.293152154590793756e+01,-4.321920293764327070e+00,2.122608695652174582e+00,1.301645137405213504e+01,-4.318873274438407961e+00,2.122608695652174582e+00,1.308470668498345901e+01,-4.315991358924992305e+00,2.122608695652174582e+00,1.313686888608440206e+01,-4.313499287672305726e+00,2.122608695652174582e+00,1.317512104828269948e+01,-4.311529186429613247e+00,2.122608695652174582e+00,1.320233438381012903e+01,-4.310058652317527716e+00,2.122608695652174582e+00,1.322128766099655373e+01,-4.308999995285287987e+00,2.122608695652174582e+00,1.262497180275932429e+01,-2.165999990574625222e+00,2.122608695652174582e+00,1.211516472020422697e+01,-5.566076369766149723e-01,2.122608695652174582e+00,1.234509177660238599e+01,-5.442249649035829639e-01,2.122608695652174582e+00,1.267371165802265054e+01,-5.019478706512937594e-01,2.122608695652174582e+00,1.301929891665976058e+01,-4.407407276110285599e-01,2.122608695652174582e+00,1.336311895248033288e+01,-3.681755809175349947e-01,2.122608695652174582e+00,1.368643719391716296e+01,-2.918244045401240383e-01,2.122608695652174582e+00,1.397051901247069416e+01,-2.192592578466304731e-01,2.122608695652174582e+00,1.419662982234063087e+01,-1.580521148063653292e-01,2.122608695652174582e+00,1.434603502349359161e+01,-1.157750205540760552e-01,2.122608695652174582e+00,1.439999998743002152e+01,-9.999999175833555742e-02,2.122608695652174582e+00,1.439999998743002152e+01,-4.916817155898528524e-02,2.122608695652174582e+00,1.493905701797212160e+01,-3.011670030338322451e-02,2.122608695652174582e+00,1.512325517178969747e+01,-1.653248523486018293e-02,2.122608695652174582e+00,1.523447539091634440e+01,-5.432669784977085282e-03,2.122608695652174582e+00,1.528266108092623732e+01,0.000000000000000000e+00,2.122608695652174582e+00,1.523447539091634440e+01,5.432669784977085282e-03,2.122608695652174582e+00,1.512325517178969747e+01,1.653248523486018293e-02,2.122608695652174582e+00,1.493905701797212160e+01,3.011670030338322451e-02,2.122608695652174582e+00,1.439999998743002152e+01,4.916817155898528524e-02,2.122608695652174582e+00,1.439999998743002152e+01,9.999999175833555742e-02,2.122608695652174582e+00,1.434603502349359161e+01,1.157750205540760552e-01,2.122608695652174582e+00,1.419662982234063087e+01,1.580521148063653292e-01,2.122608695652174582e+00,1.397051901247069416e+01,2.192592578466304731e-01,2.122608695652174582e+00,1.368643719391716296e+01,2.918244045401240383e-01,2.122608695652174582e+00,1.336311895248033288e+01,3.681755809175349947e-01,2.122608695652174582e+00,1.301929891665976058e+01,4.407407276110285599e-01,2.122608695652174582e+00,1.267371165802265054e+01,5.019478706512937594e-01,2.122608695652174582e+00,1.234509177660238599e+01,5.442249649035829639e-01,2.122608695652174582e+00,1.211516472020422697e+01,5.566076369766149723e-01,2.122608695652174582e+00,1.262497180275932429e+01,2.165999990574625222e+00,2.122608695652174582e+00,1.322128766099655373e+01,4.308999995285287987e+00,2.122608695652174582e+00,1.320233438381012903e+01,4.310058652317527716e+00,2.122608695652174582e+00,1.317512104828269948e+01,4.311529186429613247e+00,2.122608695652174582e+00,1.313686888608440206e+01,4.313499287672305726e+00,2.122608695652174582e+00,1.308470668498345901e+01,4.315991358924992305e+00,2.122608695652174582e+00,1.301645137405213504e+01,4.318873274438407961e+00,2.122608695652174582e+00,1.293152154590793756e+01,4.321920293764327070e+00,2.122608695652174582e+00,1.283233595717094921e+01,4.324698706267007253e+00,2.122608695652174582e+00,1.272460611803914077e+01,4.326715548968343761e+00,2.122608695652174582e+00,1.261631269135011735e+01,4.327599978779130829e+00,2.122608695652174582e+00,1.251549883742775293e+01,4.327256448984425852e+00,2.122608695652174582e+00,1.242806805658440261e+01,4.325844427094168054e+00,2.122608695652174582e+00,1.235669293831878690e+01,4.323675945080900362e+00,2.122608695652174582e+00,1.230114000306708633e+01,4.321046524535915978e+00,2.122608695652174582e+00,1.225931395535084967e+01,4.318121568166551683e+00,2.122608695652174582e+00,1.222827843809779935e+01,4.314775654007652506e+00,2.122608695652174582e+00,1.220528835846258886e+01,4.308999995285287987e+00,2.122608695652174582e+00,9.636019587329544223e+00,2.165999990574625222e+00,2.122608695652174582e+00,7.166065684065296537e+00,5.599999936993235172e-01,2.122608695652174582e+00,6.877599249109001001e+00,5.599999936993235172e-01,2.122608695652174582e+00,6.517899557068057348e+00,5.554977835294122590e-01,2.122608695652174582e+00,6.093525342661060940e+00,5.426083993159559471e-01,2.122608695652174582e+00,5.616331145024258120e+00,5.222577318530021717e-01,2.122608695652174582e+00,5.098171489060803196e+00,4.953716719345981900e-01,2.122608695652174582e+00,4.550900899673855804e+00,4.628760961217041614e-01,2.122608695652174582e+00,3.986373930232745888e+00,4.256968952083673985e-01,2.122608695652174582e+00,3.416445091407542378e+00,3.847599457555481162e-01,2.122608695652174582e+00,2.852968936567577884e+00,3.409911385572935716e-01,2.122608695652174582e+00,2.307799990616008934e+00,2.953163644076512440e-01,2.122608695652174582e+00,1.792792792689079207e+00,2.486614856344939450e-01,2.122608695652174582e+00,1.319801853456858076e+00,2.019524214980436272e-01,2.122608695652174582e+00,9.006817405217644179e-01,1.561150343261730467e-01,2.122608695652174582e+00,5.472869645538684935e-01,1.120752006798423905e-01,2.122608695652174582e+00,2.714720504563272740e-01,7.075883981927356958e-02,2.122608695652174582e+00,8.509156583155785825e-02,3.309179983925211732e-02,2.122608695652174582e+00,7.116543798701968626e-09,0.000000000000000000e+00,2.122608695652174582e+00,8.509156583155785825e-02,-3.309179983925211732e-02,2.122608695652174582e+00,2.714720504563272740e-01,-7.075883981927356958e-02,2.122608695652174582e+00,5.472869645538684935e-01,-1.120752006798423905e-01,2.122608695652174582e+00,9.006817405217644179e-01,-1.561150343261730467e-01,2.122608695652174582e+00,1.319801853456858076e+00,-2.019524214980436272e-01,2.122608695652174582e+00,1.792792792689079207e+00,-2.486614856344939450e-01,2.122608695652174582e+00,2.307799990616008934e+00,-2.953163644076512440e-01,2.122608695652174582e+00,2.852968936567577884e+00,-3.409911385572935716e-01,2.122608695652174582e+00,3.416445091407542378e+00,-3.847599457555481162e-01,2.122608695652174582e+00,3.986373930232745888e+00,-4.256968952083673985e-01,2.122608695652174582e+00,4.550900899673855804e+00,-4.628760961217041614e-01,2.122608695652174582e+00,5.098171489060803196e+00,-4.953716719345981900e-01,2.122608695652174582e+00,5.616331145024258120e+00,-5.222577318530021717e-01,2.122608695652174582e+00,6.093525342661060940e+00,-5.426083993159559471e-01,2.122608695652174582e+00,6.517899557068057348e+00,-5.554977835294122590e-01,2.122608695652174582e+00,6.877599249109001001e+00,-5.599999936993235172e-01,2.122608695652174582e+00,7.166065684065296537e+00,-5.599999936993235172e-01,2.122608695652174582e+00,9.636019587329544223e+00,-2.165999990574625222e+00,2.122608695652174582e+00,1.220528835846258886e+01,-4.308999995285287987e+00,2.122608695652174582e+00,1.222827843809779935e+01,-4.314775654007652506e+00,2.122608695652174582e+00,1.225931395535084967e+01,-4.318121568166551683e+00,2.122608695652174582e+00,1.230114000306708633e+01,-4.321046524535915978e+00,2.122608695652174582e+00,1.235669293831878690e+01,-4.323675945080900362e+00,2.122608695652174582e+00,1.242806805658440261e+01,-4.325844427094168054e+00,2.122608695652174582e+00,1.251549883742775293e+01,-4.327256448984425852e+00,2.122608695652174582e+00,1.261631269135011735e+01,-4.327599978779130829e+00,2.122608695652174582e+00,1.272460611803914077e+01,-4.326715548968343761e+00
