MagiDeCiel_2.dat
1.000000 0.000000
0.977654 0.006350
0.955561 0.012505
0.933720 0.018915
0.912132 0.025223
0.890797 0.031414
0.869713 0.037393
0.848883 0.043184
0.828305 0.048644
0.807979 0.053937
0.787906 0.058750
0.768085 0.063404
0.748517 0.067540
0.729201 0.071468
0.710138 0.074973
0.691327 0.078189
0.672769 0.081091
0.654463 0.083643
0.636410 0.085994
0.618609 0.087945
0.601060 0.089786
0.583765 0.091246
0.566721 0.092621
0.549931 0.093750
0.533392 0.094760
0.517106 0.095602
0.501073 0.096299
0.485292 0.096881
0.469764 0.097292
0.454488 0.097638
0.439465 0.097790
0.424694 0.097896
0.410175 0.097835
0.395910 0.097713
0.381896 0.097463
0.368135 0.097129
0.354627 0.096709
0.341371 0.096168
0.328368 0.095570
0.315617 0.094841
0.303118 0.094091
0.290872 0.093229
0.278879 0.092343
0.267138 0.091364
0.255650 0.090345
0.244414 0.089263
0.233430 0.088107
0.222699 0.086909
0.212221 0.085603
0.201995 0.084281
0.192021 0.082814
0.182300 0.081341
0.172832 0.079744
0.163616 0.078115
0.154652 0.076393
0.145941 0.074608
0.137483 0.072770
0.129277 0.070828
0.121323 0.068869
0.113622 0.066778
0.106173 0.064704
0.098977 0.062483
0.092034 0.060272
0.085343 0.057964
0.078904 0.055629
0.072718 0.053244
0.066784 0.050801
0.061103 0.048359
0.055675 0.045819
0.050499 0.043336
0.045575 0.040733
0.040904 0.038206
0.036485 0.035610
0.032319 0.033059
0.028406 0.030488
0.024744 0.027936
0.021336 0.025429
0.018180 0.022907
0.015276 0.020492
0.012625 0.018035
0.010226 0.015737
0.008080 0.013410
0.006186 0.011261
0.004545 0.009202
0.003156 0.007292
0.002020 0.005536
0.001136 0.003764
0.000505 0.002247
0.000126 0.000702
0.000000 0.000000
0.000126 -0.000994
0.000505 -0.003169
0.001136 -0.004406
0.002020 -0.005751
0.003156 -0.006885
0.004545 -0.007955
0.006186 -0.008950
0.008080 -0.009809
0.010226 -0.010651
0.012625 -0.011390
0.015276 -0.012145
0.018180 -0.012809
0.021336 -0.013463
0.024744 -0.014045
0.028406 -0.014594
0.032319 -0.015098
0.036485 -0.015540
0.040904 -0.015950
0.045575 -0.016307
0.050499 -0.016655
0.055675 -0.016934
0.061103 -0.017200
0.066784 -0.017416
0.072718 -0.017607
0.078904 -0.017764
0.085343 -0.017880
0.092034 -0.017960
0.098977 -0.018004
0.106173 -0.018028
0.113622 -0.017995
0.121323 -0.017942
0.129277 -0.017845
0.137483 -0.017721
0.145941 -0.017551
0.154652 -0.017345
0.163616 -0.017099
0.172832 -0.016808
0.182300 -0.016482
0.192021 -0.016092
0.201995 -0.015671
0.212221 -0.015190
0.222699 -0.014674
0.233430 -0.014091
0.244414 -0.013468
0.255650 -0.012798
0.267138 -0.012068
0.278879 -0.011287
0.290872 -0.010450
0.303118 -0.009576
0.315617 -0.008656
0.328368 -0.007710
0.341371 -0.006747
0.354627 -0.005763
0.368135 -0.004768
0.381896 -0.003757
0.395910 -0.002732
0.410175 -0.001696
0.424694 -0.000642
0.439465 0.000405
0.454488 0.001472
0.469764 0.002524
0.485292 0.003581
0.501073 0.004604
0.517106 0.005623
0.533392 0.006626
0.549931 0.007603
0.566721 0.008572
0.583765 0.009493
0.601060 0.010417
0.618609 0.011222
0.636410 0.012008
0.654463 0.012633
0.672769 0.013206
0.691327 0.013667
0.710138 0.014019
0.729201 0.014275
0.748517 0.014368
0.768085 0.014400
0.787906 0.014198
0.807979 0.013950
0.828305 0.013404
0.848883 0.012757
0.869713 0.011821
0.890797 0.010669
0.912132 0.009247
0.933720 0.007426
0.955561 0.005366
0.977654 0.002668
1.000000 0.000000
