Results_Name,Projection
Results_Timestamp,1728868253
Results_Date,10,14,2024
Results_Time,10,10,53
Analysis_Duration_Sec,3.000000000000000062e-03
Area,2.640225352537832748e-01
Comp_Areas,2.640225352537832748e-01
Comp_IDs,XYMOBZRNEH
Comp_Names,PropGeom
Direction,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
Mesh_GeomID,NSBMFDEDRN
Path,-1.328367924954892629e-03,3.168568587932456271e-02,1.038827242895389025e-01,2.986998525216702852e-02,3.168880596064868604e-02,1.038827242895389025e-01,5.220328736399296871e-02,3.169159603337122488e-02,1.038827242895389025e-01,6.505571235917390061e-02,3.169336607950702656e-02,1.038827242895389025e-01,7.152301092766231994e-02,3.169429610374786821e-02,1.038827242895389025e-01,6.297929823796918902e-02,1.651799253726442263e-01,1.038827242895389025e-01,5.555593474989236474e-02,2.986640546024424414e-01,1.038827242895389025e-01,4.807835984880888536e-02,4.321479738267668957e-01,1.038827242895389025e-01,4.055842384359402419e-02,5.656332430862797134e-01,1.038827242895389025e-01,3.441423369684423750e-02,6.991214224216428796e-01,1.038827242895389025e-01,3.062648497013931506e-02,8.326119118172171651e-01,1.038827242895389025e-01,2.525181488073364316e-02,9.661099314090642043e-01,1.038827242895389025e-01,1.754482399998114062e-02,1.099614881181544490e+00,1.038827242895389025e-01,7.178923815435490213e-03,1.233113530789812673e+00,1.038827242895389025e-01,-6.172504186131586371e-03,1.366592679889805151e+00,1.038827242895389025e-01,-2.283616852029425603e-02,1.500039098136676241e+00,1.038827242895389025e-01,-2.404009990045875497e-02,1.500036428067081484e+00,1.038827242895389025e-01,-2.636504049944275035e-02,1.500031147929456132e+00,1.038827242895389025e-01,-3.026580217180128984e-02,1.500022117694085333e+00,1.038827242895389025e-01,-3.496287459979666168e-02,1.500009397362533026e+00,1.038827242895389025e-01,-3.868861171018461026e-02,1.499995957012213665e+00,1.038827242895389025e-01,-4.048139843871364357e-02,1.499985516740090619e+00,1.038827242895389025e-01,-4.075557558507106326e-02,1.499979216575878516e+00,1.038827242895389025e-01,-4.734272727750061388e-02,1.366489927211582689e+00,1.038827242895389025e-01,-5.223399476714075951e-02,1.233008798059980871e+00,1.038827242895389025e-01,-5.568255465297501650e-02,1.099532349030365008e+00,1.038827242895389025e-01,-5.794161353476885018e-02,9.660571000320278268e-01,1.038827242895389025e-01,-5.926434801150576998e-02,8.325795109726974452e-01,1.038827242895389025e-01,-6.003275803991726944e-02,6.990995518515921159e-01,1.038827242895389025e-01,-6.129354090190114457e-02,5.656187827093737130e-01,1.038827242895389025e-01,-6.369654353555216642e-02,4.321361835194555412e-01,1.038827242895389025e-01,-6.618738845879008903e-02,2.986539743397029767e-01,1.038827242895389025e-01,-6.866056292145195084e-02,1.651717051583864448e-01,1.038827242895389025e-01,-7.043156908227603263e-02,8.214529109607048019e-02,1.038827242895389025e-01,-7.214239367448287144e-02,3.169186604040888366e-02,1.038827242895389025e-01,-7.150784713518909541e-02,3.168985598801738607e-02,1.038827242895389025e-01,-6.855763023853780891e-02,3.168805594109962154e-02,1.038827242895389025e-01,-5.788281200212189170e-02,3.168550587463278556e-02,1.038827242895389025e-01,-3.404371064202243308e-02,3.168412583866250104e-02,1.038827242895389025e-01,-1.328367924954892629e-03,3.168568587932456271e-02,1.038827242895389025e-01
Path,-6.172504186131586371e-03,-1.366592679889805151e+00,1.038827242895389025e-01,7.178923815435490213e-03,-1.233113530789812673e+00,1.038827242895389025e-01,1.754482399998114062e-02,-1.099614881181544490e+00,1.038827242895389025e-01,2.525181488073364316e-02,-9.661099314090642043e-01,1.038827242895389025e-01,3.062648497013931506e-02,-8.326119118172171651e-01,1.038827242895389025e-01,3.441423369684423750e-02,-6.991214224216428796e-01,1.038827242895389025e-01,4.055842384359402419e-02,-5.656332430862797134e-01,1.038827242895389025e-01,4.807835984880888536e-02,-4.321479738267668957e-01,1.038827242895389025e-01,5.555593474989236474e-02,-2.986640546024424414e-01,1.038827242895389025e-01,6.297929823796918902e-02,-1.651799253726442263e-01,1.038827242895389025e-01,7.152301092766231994e-02,-3.169429610374786821e-02,1.038827242895389025e-01,6.505571235917390061e-02,-3.169336607950702656e-02,1.038827242895389025e-01,5.220328736399296871e-02,-3.169159603337122488e-02,1.038827242895389025e-01,2.986998525216702852e-02,-3.168880596064868604e-02,1.038827242895389025e-01,-1.328367924954892629e-03,-3.168568587932456271e-02,1.038827242895389025e-01,-3.404371064202243308e-02,-3.168412583866250104e-02,1.038827242895389025e-01,-5.788281200212189170e-02,-3.168550587463278556e-02,1.038827242895389025e-01,-6.855763023853780891e-02,-3.168805594109962154e-02,1.038827242895389025e-01,-7.150784713518909541e-02,-3.168985598801738607e-02,1.038827242895389025e-01,-7.214239367448287144e-02,-3.169186604040888366e-02,1.038827242895389025e-01,-7.043156908227603263e-02,-8.214529109607048019e-02,1.038827242895389025e-01,-6.866056292145195084e-02,-1.651717051583864448e-01,1.038827242895389025e-01,-6.618738845879008903e-02,-2.986539743397029767e-01,1.038827242895389025e-01,-6.369654353555216642e-02,-4.321361835194555412e-01,1.038827242895389025e-01,-6.129354090190114457e-02,-5.656187827093737130e-01,1.038827242895389025e-01,-6.003275803991726944e-02,-6.990995518515921159e-01,1.038827242895389025e-01,-5.926434801150576998e-02,-8.325795109726974452e-01,1.038827242895389025e-01,-5.794161353476885018e-02,-9.660571000320278268e-01,1.038827242895389025e-01,-5.568255465297501650e-02,-1.099532349030365008e+00,1.038827242895389025e-01,-5.223399476714075951e-02,-1.233008798059980871e+00,1.038827242895389025e-01,-4.734272727750061388e-02,-1.366489927211582689e+00,1.038827242895389025e-01,-4.075557558507106326e-02,-1.499979216575878516e+00,1.038827242895389025e-01,-4.048139843871364357e-02,-1.499985516740090619e+00,1.038827242895389025e-01,-4.048175844809719787e-02,-1.499978046545382027e+00,1.038827242895389025e-01,-4.048172844731523501e-02,-1.499978046545382027e+00,1.038827242895389025e-01,-4.048139843871364357e-02,-1.499985516740090619e+00,1.038827242895389025e-01,-3.868861171018461026e-02,-1.499995957012213665e+00,1.038827242895389025e-01,-3.496287459979666168e-02,-1.500009397362533026e+00,1.038827242895389025e-01,-3.026580217180128984e-02,-1.500022117694085333e+00,1.038827242895389025e-01,-2.636504049944275035e-02,-1.500031147929456132e+00,1.038827242895389025e-01,-2.404009990045875497e-02,-1.500036428067081484e+00,1.038827242895389025e-01,-2.283616852029425603e-02,-1.500039098136676241e+00,1.038827242895389025e-01,-6.172504186131586371e-03,-1.366592679889805151e+00,1.038827242895389025e-01
