MagiDeCiel_4.dat
1.000000 0.000000
0.977654 0.005449
0.955561 0.010164
0.933720 0.014975
0.912132 0.019679
0.890797 0.024275
0.869713 0.028712
0.848883 0.033003
0.828305 0.037075
0.807979 0.041018
0.787906 0.044660
0.768085 0.048174
0.748517 0.051372
0.729201 0.054420
0.710138 0.057203
0.691327 0.059796
0.672769 0.062184
0.654463 0.064341
0.636410 0.066357
0.618609 0.068123
0.601060 0.069799
0.583765 0.071230
0.566721 0.072583
0.549931 0.073772
0.533392 0.074859
0.517106 0.075823
0.501073 0.076680
0.485292 0.077438
0.469764 0.078068
0.454488 0.078632
0.439465 0.079059
0.424694 0.079427
0.410175 0.079670
0.395910 0.079848
0.381896 0.079924
0.368135 0.079924
0.354627 0.079844
0.341371 0.079666
0.328368 0.079424
0.315617 0.079078
0.303118 0.078692
0.290872 0.078214
0.278879 0.077690
0.267138 0.077084
0.255650 0.076427
0.244414 0.075705
0.233430 0.074913
0.222699 0.074071
0.212221 0.073140
0.201995 0.072173
0.192021 0.071099
0.182300 0.069997
0.172832 0.068800
0.163616 0.067555
0.154652 0.066237
0.145941 0.064855
0.137483 0.063423
0.129277 0.061911
0.121323 0.060368
0.113622 0.058729
0.106173 0.057077
0.098977 0.055328
0.092034 0.053562
0.085343 0.051725
0.078904 0.049850
0.072718 0.047927
0.066784 0.045959
0.061103 0.043972
0.055675 0.041916
0.050499 0.039879
0.045575 0.037761
0.040904 0.035671
0.036485 0.033520
0.032319 0.031381
0.028406 0.029222
0.024744 0.027062
0.021336 0.024916
0.018180 0.022752
0.015276 0.020633
0.012625 0.018472
0.010226 0.016389
0.008080 0.014282
0.006186 0.012267
0.004545 0.010303
0.003156 0.008400
0.002020 0.006553
0.001136 0.004683
0.000505 0.002938
0.000126 0.001120
0.000000 0.000000
0.000126 -0.001280
0.000505 -0.003443
0.001136 -0.005035
0.002020 -0.006671
0.003156 -0.008178
0.004545 -0.009619
0.006186 -0.011000
0.008080 -0.012308
0.010226 -0.013601
0.012625 -0.014829
0.015276 -0.016058
0.018180 -0.017216
0.021336 -0.018356
0.024744 -0.019447
0.028406 -0.020508
0.032319 -0.021535
0.036485 -0.022518
0.040904 -0.023470
0.045575 -0.024370
0.050499 -0.025253
0.055675 -0.026081
0.061103 -0.026890
0.066784 -0.027657
0.072718 -0.028391
0.078904 -0.029091
0.085343 -0.029750
0.092034 -0.030366
0.098977 -0.030944
0.106173 -0.031489
0.113622 -0.031985
0.121323 -0.032449
0.129277 -0.032865
0.137483 -0.033244
0.145941 -0.033575
0.154652 -0.033866
0.163616 -0.034105
0.172832 -0.034297
0.182300 -0.034440
0.192021 -0.034521
0.201995 -0.034559
0.212221 -0.034538
0.222699 -0.034470
0.233430 -0.034336
0.244414 -0.034153
0.255650 -0.033915
0.267138 -0.033613
0.278879 -0.033253
0.290872 -0.032833
0.303118 -0.032359
0.315617 -0.031829
0.328368 -0.031257
0.341371 -0.030644
0.354627 -0.029986
0.368135 -0.029290
0.381896 -0.028553
0.395910 -0.027777
0.410175 -0.026965
0.424694 -0.026110
0.439465 -0.025226
0.454488 -0.024298
0.469764 -0.023347
0.485292 -0.022362
0.501073 -0.021363
0.517106 -0.020330
0.533392 -0.019277
0.549931 -0.018208
0.566721 -0.017107
0.583765 -0.016003
0.601060 -0.014865
0.618609 -0.013757
0.636410 -0.012631
0.654463 -0.011561
0.672769 -0.010488
0.691327 -0.009439
0.710138 -0.008416
0.729201 -0.007414
0.748517 -0.006468
0.768085 -0.005521
0.787906 -0.004669
0.807979 -0.003801
0.828305 -0.003059
0.848883 -0.002336
0.869713 -0.001732
0.890797 -0.001205
0.912132 -0.000782
0.933720 -0.000534
0.955561 -0.000367
0.977654 -0.000505
1.000000 0.000000
