NACA 4412
 1.00000     0.00000
 0.97793     0.00598
 0.93924     0.01600
 0.89145     0.02761
 0.83760     0.03968
 0.77965     0.05151
 0.71904     0.06261
 0.65690     0.07261
 0.59419     0.08124
 0.53173     0.08831
 0.47025     0.09365
 0.41041     0.09717
 0.35278     0.09849
 0.29793     0.09710
 0.24636     0.09316
 0.19853     0.08694
 0.15491     0.07876
 0.11590     0.06901
 0.08190     0.05809
 0.05331     0.04642
 0.03048     0.03444
 0.01376     0.02251
 0.00349     0.01095
 0.00000     0.00000
 0.00349    -0.00956
 0.01376    -0.01710
 0.03048    -0.02271
 0.05331    -0.02652
 0.08190    -0.02868
 0.11590    -0.02937
 0.15491    -0.02880
 0.19853    -0.02723
 0.24636    -0.02496
 0.29793    -0.02231
 0.35278    -0.01961
 0.41041    -0.01719
 0.47025    -0.01475
 0.53173    -0.01216
 0.59419    -0.00962
 0.65690    -0.00727
 0.71904    -0.00523
 0.77965    -0.00354
 0.83760    -0.00224
 0.89145    -0.00128
 0.93924    -0.00062
 0.97793    -0.00020
 1.00000     0.00000
